This	April 8, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	FRANNY AND ZOOEY, by J.D. Salinger.	1	29
""			
2	THE FOX IN THE ATTIC, by Richard Hughes.	4	7
""			
3	THE AGONY AND THE ECSTASY, by Irving Stone.	2	54
""			
4	A PROLOGUE TO LOVE, by Taylor Caldwell.	5	19
""			
5	THE BULL FROM THE SEA, by Mary Renault.	3	6
""			
6	DEVIL WATER, by Anya Seton.	6	4
""			
7	TO KILL A MOCKINGBIRD, by Harper Lee.	8	88
""			
8	CHAIRMAN OF THE BORED, by Edward Streeter.	9	27
""			
9	CAPTAIN NEWMAN, M.D., by Leo Calvin Rosten.	11	11
""			
10	DAUGHTER OF SILENCE, by Morris L. West.	10	18
""			
11	THE IVY TREE, by Mary Stewart.	7	13
""			
12	LITTLE ME, by Patrick Dennis.	16	23
""			
13	TWILIGHT OF HONOR, by Al Dewlen.	14	9
""			
14	KIRKLAND REVELS, by Victoria Holt.	12	8
""			
15	THE CARPETBAGGERS, by Harold Robbins.	--	40
""			
16	CAPITOL HILL, by Andrew Tully.	--	1
This	April 8, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	CALORIES DON'T COUNT, by Herman Taller.	1	18
""			
2	MY LIFE IN COURT, by Louis Nizer.	2	19
""			
3	THE GUNS OF AUGUST, by Barbara W. Tuchman.	3	8
""			
4	THE ROTHSCHILDS, by Frederic Morton.	4	5
""			
5	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	5	39
""			
6	CIA: THE INSIDE STORY, by Andrew Tully.	7	9
""			
7	THE LAST PLANTAGENETS, by Thomas B. Costain.	6	8
""			
8	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	8	75
""			
9	THE NEW ENGLISH BIBLE; New Testament.	10	54
""			
10	MY SABER IS BENT, by Jack Paar.	9	15
""			
11	SCOTT FITZGERALD, by Andrew Turnbull.	12	2
""			
12	BEFORE I SLEEP, by James Monahan.	14	14
""			
13	A NATION OF SHEEP, by William J. Lederer.	11	50
""			
14	SIX CRISES, by Richard Nixon.	--	1
""			
15	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	15	26
""			
16	THE EXECUTIVE COLORING BOOK, by Marcie Hans.	--	4
