This	June 29, 1969	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LOVE MACHINE, by Jacqueline Susann.	1	6
""			
2	PORTNOY'S COMPLAINT, by Philip Roth.	2	19
""			
3	THE GODFATHER, by Mario Puzo.	3	14
""			
4	ADA, OR ARDOR: A FAMILY CHRONICLE, by Vladimir Nabokov.	4	6
""			
5	EXCEPT FOR ME AND THEE, by Jessamyn West.	6	11
""			
6	SLAUGHTERHOUSE FIVE, by Kurt Vonnegut.	5	10
""			
7	THE WAVES OF NIGHT, by Harry Mark Petrakis.	--	1
""			
8	THE ANDROMEDA STRAIN, by Michael Crichton.	--	1
""			
9	THE SALZBURG CONNECTION, by Helen MacInnes.	7	41
""			
10	BULLET PARK, by John Cheever.	9	7
This		June 29, 1969	Last	Weeks
Week		Non-Fiction	Week	On List
""				
1	JENNIE, by Ralph G. Martin.		1	15
""				
2	ERNEST HEMINGWAY, by Carlos Baker.		2	9
""				
3	BETWEEN PARENT & TEENAGER, by Haim G. Ginott.		3	6
""				
4	THE PETER PRINCIPLE, by Dr. Laurence J. Peter and Raymond Hull.		5	7
""				
5	MISS CRAIG'S 21-DAY SHAPE-UP PROGRAM FOR MEN AND WOMEN, by		4	23
""	Marjorie Craig.			
""				
6	THE 900 DAYS, by Harrison E. Sailsbury.		7	19
""				
7	"THE MONEY GAME, by ""Adam Smith""."		6	54
""				
8	THE KINGDOM AND THE POWER, by Gay Talese.		--	1
""				
9	THE JOYS OF YIDDISH, by Leo Rosten.		8	17
""				
10	THE ARMS OF KRUPP, by William Manchester.		10	29
