This	June 18, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE AGONY AND THE ECSTASY, by Irving Stone.	1	12
""			
2	TO KILL A MOCKINGBIRD, by Harper Lee.	2	46
""			
3	THE LAST OF THE JUST, by Andre Schwarz-Bart.	3	31
""			
4	A BURNT-OUT CASE, by Graham Greene.	4	17
""			
5	HAWAII, by James Michener.	7	83
""			
6	CHINA COURT, by Rumer Godden.	5	13
""			
7	WINNIE ILLE PU, by A.A. Milnei.	9	17
""			
8	A JOURNEY TO MATECUMBE, by Robert Lewis Taylor.	--	4
""			
9	DON'T TELL ALFRED, by Nancy Mitford.	6	10
""			
10	MILA 18, by Leon Uris.	--	1
""			
11	A SHOOTING STAR, by Wallace Stegner.	12	2
""			
12	THE CHATEAU, by William Maxwell.	8	10
""			
13	ADVISE AND CONSENT, by Allen Drury.	11	97
""			
14	THE INCREDIBLE JOURNEY, by Sheila Burnford.	13	7
""			
15	MIDCENTURY, by John Dos Passos.	10	14
""			
16	MOTHERS AND DAUGHTERS, by Evan Hunter.	15	2
This	June 18, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	1	33
""			
2	THE NEW ENGLISH BIBLE; New Testament.	2	12
""			
3	RING OF BRIGHT WATER, by Gavin Maxwell.	3	15
""			
4	A NATION OF SHEEP, by William J. Lederer.	4	8
""			
5	MY THIRTY YEARS BACKSTAIRS AT THE WHITE HOUSE, by Lilian Rogers	5	13
""	Parks.		
""			
6	RUSSIA AND THE WEST UNDER LENIN AND STALIN, by George F. Kennan.	6	3
""			
7	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	8	10
""			
8	THE SIXTH MAN, by Jess Stearn.	10	8
""			
9	FATE IS THE HUNTER, by Ernest K. Gann.	12	18
""			
10	PROFILES IN COURAGE, by John F. Kennedy.	16	108
""			
11	THE SCHOOLS, by Martin Mayer.	--	3
""			
12	JAPANESE INN, by Oliver Statler.	7	18
""			
13	SKETCHES FROM LIFE, by Dean Acheson.	13	2
""			
14	REALITY IN ADVERTISING, by Rosser Reeves.	9	7
""			
15	THE FROG POND, by Joyce MacIver.	11	11
""			
16	SKYLINE, by Gene Fowler.	15	18
