This	October 19,1969	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE GODFATHER, by Mario Puzo.	1	30
""			
2	THE LOVE MACHINE, by Jacqueline Susann.	2	22
""			
3	THE ANDROMEDA STRAIN, by Michael Crichton.	3	17
""			
4	THE PRETENDERS, by Gladys Rockmore Davis.	6	14
""			
5	PORTNOY'S COMPLAINT, by Philip Roth.	4	35
""			
6	NAKED CAME THE STRANGER, by Penelope Ashe.	5	8
""			
7	THE HOUSE ON THE STRAND, by Daphne du Maurier.	8	2
""			
8	THE PROMISE, by Chaim Potok.	7	3
""			
9	A PLACE IN THE COUNTRY, by Sarah Gainham.	9	8
""			
10	IN THIS HOUSE OF BREDE, by Rumer Godden.	10	2
This	October 19, 1969	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE PETER PRINCIPLE, by Dr. Laurence J. Peter and Raymond Hull.	1	23
""			
2	MY LIFE WITH JACQUELINE KENNEDY, by Mary Barelli Gallagher.	3	4
""			
3	THE KINGDOM AND THE POWER, by Gay Talese.	2	17
""			
4	THE MAKING OF THE PRESIDENT 1968, by Theodore H. White.	4	13
""			
5	MY LIFE AND PROPHECIES, by Jeane Dixon.	5	4
""			
6	BETWEEN PARENT & TEENAGER, by Haim G. Ginott.	6	22
""			
7	CAPTIVE CITY, by Ovid Demaris.	7	9
""			
8	PRIME TIME, by Alexander Kendrick.	--	1
""			
9	LINDA GOODMAN'S SUN SIGNS, by Linda Goodman.	--	4
""			
10	THE AMERICAN HERITAGE DICTIONARY OF THE ENGLISH LANGUAGE.	9	2
