This	September 23, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	SHIP OF FOOLS, by Katherine Anne Porter.	1	24
""			
2	DEARLY BELOVED, by Anne Morrow Lindbergh.	2	15
""			
3	YOUNGBLOOD HAWKE, by Herman Wouk.	3	18
""			
4	THE PRIZE, by Irving Wallace.	5	14
""			
5	THE REIVERS, by William Faulkner.	4	14
""			
6	HORNBLOWER AND THE HOTSPUR, by C.S. Forester.	9	4
""			
7	PORTRAIT IN BROWNSTONE, by Louis Auchincloss.	7	9
""			
8	ANOTHER COUNTRY, by James Baldwin.	6	12
""			
9	UHURU, by Robert Ruark.	8	14
""			
10	THE AGONY AND THE ECSTASY, by Irving Stone.	11	78
""			
11	ACT OF ANGER, by Bart Spicer.	10	4
""			
12	FRANNY AND ZOOEY, by J.D. Salinger.	15	53
""			
13	KING RAT, by James Clavell.	--	1
""			
14	MAGNIFICENT DESTINY, by Paul I. Wellman.	12	5
""			
15	SEVEN DAYS IN MAY, by Fletcher Knebel and Charles W. Bailey II.	--	1
""			
16	THE SATAN BUG, by Ian Stuart.	--	1
This	September 23, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE ROTHSCHILDS, by Frederic Morton.	1	29
""			
2	MY LIFE IN COURT, by Louis Nizer.	2	43
""			
3	O YE JIGS & JULEPS!, by Virginia Cary Hudson.	3	18
""			
4	TRAVELS WITH CHARLEY, by John Steinbeck.	4	7
""			
5	SEX AND THE SINGLE GIRL, by Helen Gurley Brown.	6	13
""			
6	WHO'S IN CHARGE HERE?, by Gerald C. Gardner.	5	7
""			
7	THE GUNS OF AUGUST, by Barbara W. Tuchman.	7	32
""			
8	ONE MAN'S FREEDOM, by Edward Bennett Williams.	10	12
""			
9	VEECK -- AS IN WRECK, by Bill Veeck.	11	9
""			
10	THE BLUE NILE, by Alan Moorehead.	12	4
""			
11	MEN AND DECISIONS, by Lewis L. Strauss.	8	9
""			
12	JFK COLORING BOOK, by Jackie Kannon.	9	11
""			
13	FINAL VERDICT, by Adela Rogers St. Johns.	16	2
""			
14	A THOUSAND SPRINGS, by Anna Chennault.	13	7
""			
15	YOU'RE ENTITLE', by Harry Golden.	--	3
""			
16	IN THE CLEARING, by Robert Frost.	14	24
