This	June 21, 1964	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SPY WHO CAME IN FROM THE COLD, by John le Carré.	1	23
""			
2	CONVENTION, by Fletcher Knebel and Charles W. Bailey II.	2	13
""			
3	CANDY, by Terry Southern and Mason Hoffenberg.	6	4
""			
4	THE SPIRE, by William Golding.	3	6
""			
5	A NIGHT IN LISBON, by Erich Maria Remarque.	4	10
""			
6	THE GROUP, by Mary McCarthy.	5	42
""			
7	ARMEGEDDON, by Leon Uris.	--	1
""			
8	THE MARTYRED, by Richard E. Kim.	7	15
""			
9	VON RYAN'S EXPRESS, by David Westheimer.	8	17
""			
10	THE WAPSHOT SCANDAL, by John Cheever.	9	22
This	June 21, 1964	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	A MOVEABLE FEAST, by Ernest Hemingway.	1	5
""			
2	FOUR DAYS, U.P.I. and American Heritage Magazine.	2	19
""			
3	DIPLOMAT AMONG WARRIORS, by Robert Daniel Murphy.	3	15
""			
4	A DAY IN THE LIFE OF PRESIDENT KENNEDY, by Jim Bishop.	4	15
""			
5	THE NAKED SOCIETY, by Vance Packard.	5	11
""			
6	JOHN LENNON IN HIS OWN WRITE, by John Lennon.	8	3
""			
7	THE GREEN FELT JUNGLE, by Ed Reid and Ovid Demaris.	6	21
""			
8	WHEN THE CHEERING STOPPED, by Gene Smith.	9	13
""			
9	MY YEARS WITH GENERAL MOTORS, by Alfred P. Sloan.	7	19
""			
10	PROFILES IN COURAGE, by John F. Kennedy.	10	138
