This	July 22, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	SHIP OF FOOLS, by Katherine Anne Porter.	1	15
""			
2	YOUNGBLOOD HAWKE, by Herman Wouk.	2	9
""			
3	DEARLY BELOVED, by Anne Morrow Lindbergh.	3	6
""			
4	THE PRIZE, by Irving Wallace.	9	5
""			
5	FRANNY AND ZOOEY, by J.D. Salinger.	4	44
""			
6	THE REIVERS, by William Faulkner.	5	5
""			
7	UHURU, by Robert Ruark.	6	5
""			
8	THE AGONY AND THE ECSTASY, by Irving Stone.	7	69
""			
9	THE BIG LAUGH, by John O'Hara.	11	8
""			
10	ANOTHER COUNTRY, by James Baldwin.	10	3
""			
11	THE BULL FROM THE SEA, by Mary Renault.	8	21
""			
12	DEVIL WATER, by Anya Seton.	12	19
""			
13	LETTING GO, by Philip Roth.	13	3
""			
14	PALE FIRE, by Vladimir Nabokov.	14	3
""			
15	HORNSTEIN'S BOY, by Robert Traver.	16	13
""			
16	THE GOLDEN RENDEZVOUS, by Alistair MacLean.	--	2
This	July 22, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE ROTHSCHILDS, by Frederic Morton.	1	20
""			
2	MY LIFE IN COURT, by Louis Nizer.	2	34
""			
3	CALORIES DON'T COUNT, by Herman Taller.	3	33
""			
4	THE GUNS OF AUGUST, by Barbara W. Tuchman.	4	23
""			
5	IN THE CLEARING, by Robert Frost.	5	15
""			
6	O YE JIGS & JULEPS!, by Virginia Cary Hudson.	6	9
""			
7	CONVERSATION WITH STALIN, by Milovan Djilas.	7	8
""			
8	ONE MAN'S FREEDOM, by Edward Bennett Williams.	10	3
""			
9	SEX AND THE SINGLE GIRL, by Helen Gurley Brown.	9	4
""			
10	SIX CRISES, by Richard Nixon.	11	16
""			
11	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	8	54
""			
12	JFK COLORING BOOK, by Jackie Kannon.	13	2
""			
13	WHY NOT VICTORY?, by Barry M. Goldwater.	12	9
""			
14	A THOUSAND SPRINGS, by Anna Chennault.	--	1
""			
15	THE NEW ENGLISH BIBLE; New Testament.	14	69
""			
16	THE DECLINE OF PLEASURE, by Walter Kerr.	--	2
