This	February 28, 1960	Last	Weeks
Week	Fiction	Week	On List
""			
1	HAWAII, by James Michener.	1	15
""			
2	ADVISE AND CONSENT, by Allen Drury.	2	29
""			
3	POOR NO MORE, by Robert Ruark.	4	16
""			
4	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell.	3	48
""			
5	TWO WEEKS IN ANOTHER TOWN, by Irwin Shaw.	8	4
""			
6	THE DEVIL'S ADVOCATE, by Morrs L. West.	5	22
""			
7	THE CONSTANT IMAGE, by Marcia Davenport.	7	3
""			
8	THE WAR LOVER, by John Hersey.	6	19
""			
9	EXODUS, by Leon Uris.	9	73
""			
10	FUEL FOR THE FLAME, by Alec Waugh.	12	5
""			
11	OURSELVES TO KNOW, by John O'Hara.	--	1
""			
12	WHERE THE BOYS ARE, by Glendon Swarthout.	--	1
""			
13	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick.	10	71
""			
14	KISS KISS, by Roald Dahl.	--	1
""			
15	"THRUSH GREEN, by ""Miss Read""."	--	3
""			
16	WILDER STONE, by John Leggett.	--	3
This		February 28, 1960	Last	Weeks
Week		Non-Fiction	Week	On List
""				
1	ACT ONE, by Moss Hart.		1	22
""				
2	FOLK MEDICINE, by Deforest Clinton Jarvis.		2	46
""				
3	MAY THIS HOUSE BE SAFE FROM TIGERS, by Alexander King.		3	6
""				
4	MY WICKED, WICKED WAYS, by Errol Flynn.		5	6
""				
5	THIS IS MY GOD, by Herman Wouk.		4	21
""				
6	THE JOY OF MUSIC, by Leonard Bernstein.		6	10
""				
7	THE LONGEST DAY, by Cornelius Ryan.		7	12
""				
8	THE STATUS SEEKERS, by Vance Packard.		8	42
""				
9	GRANT MOVES SOUTH, by Bruce Catton.		--	1
""				
10	THE ARMADA, by Garrett Mattingly.		9	17
""				
11	THE ELEMENTS OF STYLE, by William Strunk Jr. and E.B. White.		11	31
""				
12	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		13	41
""	TIME, by William Nickerson.			
""				
13	DIPLOMAT, by Charles Wheeler Thayer.		--	12
""				
14	NO ROOM IN THE ARK, by Alan Moorehead.		10	2
""				
15	FOR 2c PLAIN, by Harry Golden.		15	33
""				
16	CANDIDATES 1960, by Eric Sevareid.		16	10
