This	September 18, 1966	Last	Weeks
Week	Fiction	Week	On List
""			
1	VALLEY OF THE DOLLS, by Jacqueline Susann.	1	28
""			
2	THE ADVENTURERS, by Harold Robbins.	2	25
""			
3	TAI-PAN, by James Clavell.	3	15
""			
4	GILES GOAT BOY, by John Barth.	4	4
""			
5	THE SOURCE, by James Michener.	5	69
""			
6	THE DETECTIVE, by Roderick Thorp.	6	10
""			
7	TELL NO MAN, by Adela Rogers St. Johns.	7	27
""			
8	THE SECRET OF SANTA VITTORIA, by Robert Crichton.	--	1
""			
9	SATURDAY THE RABBI WENT HUNGRY, by Harry Kemelman.	10	4
""			
10	THE KREMLIN LETTER, by Noel Behn.	--	7
This	September 18, 1966	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	HOW TO AVOID PROBATE, by Norman F. Dacey.	1	23
""			
2	GAMES PEOPLE PLAY, by Eric Berne.	2	60
""			
3	HUMAN SEXUAL RESPONSE, by William H. Masters and Virginia E. Johnson.	3	19
""			
4	PAPA HEMINGWAY: A PERSONAL MEMOIR, by A.E. Hotchner.	5	22
""			
5	THE LAST BATTLE, by Cornelius Ryan.	4	26
""			
6	IN COLD BLOOD, by Truman Capote.	7	35
""			
7	TWO UNDER THE INDIAN SUN: by Jon Godden and Rumer Godden.	8	11
""			
8	FLYING SAUCERS -- SERIOUS BUSINESS, by Frank Edwards.	6	7
""			
9	RUSH TO JUDGMENT, by Mark Lane.	9	2
""			
10	THE TIME BETWEEN THE WARS, by Jonathan Daniels.	--	1
