This	April 2, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST OF THE JUST, by Andre Schwarz-Bart.	1	20
""			
2	HAWAII, by James Michener.	2	72
""			
3	ADVISE AND CONSENT, by Allen Drury.	3	86
""			
4	A BURNT-OUT CASE, by Graham Greene.	5	6
""			
5	TO KILL A MOCKINGBIRD, by Harper Lee.	4	35
""			
6	MIDCENTURY, by John Dos Passos.	8	3
""			
7	WINNIE ILLE PU, by A.A. Milnei.	7	6
""			
8	CHINA COURT, by Rumer Godden.	11	2
""			
9	SERMONS AND SODA WATER, by John O'Hara.	6	16
""			
10	THE AGONY AND THE ECSTASY, by Irving Stone.	--	1
""			
11	DECISION AT DELPHI, by Helen MacInnes.	9	21
""			
12	POMP AND CIRCUMSTANCE, by Noel Coward.	10	18
""			
13	THE CHESS PLAYERS, by Frances Parkinson Keyes.	12	12
""			
14	THE DEAN'S WATCH, by Elizabeth Goudge.	14	25
""			
15	MANILA GALLEON, by F. Van Wyck Mason.	15	2
""			
16	THE SECRET OF THE KINGDOM, by Mika Waltari.	--	2
This	April 2, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	1	22
""			
2	WHO KILLED SOCIETY? by Cleveland Amory.	2	14
""			
3	FATE IS THE HUNTER, by Ernest K. Gann.	4	7
""			
4	THE WASTE MAKERS, by Vance Packard.	3	27
""			
5	JAPANESE INN, by Oliver Statler.	6	7
""			
6	RING OF BRIGHT WATER, by Gavin Maxwell.	8	4
""			
7	SKYLINE, by Gene Fowler.	9	7
""			
8	THE NEW ENGLISH BIBLE; New Testament.	--	1
""			
9	THE WHITE NILE, by Alan Moorehead.	5	10
""			
10	PROFILES IN COURAGE, by John F. Kennedy.	10	97
""			
11	THE SNAKE HAS ALL THE LINES, by Jean Kerr.	7	20
""			
12	BORN FREE, by Joy Adamson.	1	47
""			
13	RESISTANCE, REBELLION, AND DEATH, by Albert Camus.	14	3
""			
14	THE FIFTY-YEAR DECLINE AND FALL OF HOLLYWOOD, by Ezra Goodman.	--	1
""			
15	STAY YOUNG AND VITAL, by Bob Cummings.	15	6
""			
16	THE FROG POND, by Joyce MacIver.	--	1
