This	July 24, 1960	Last	Weeks
Week	Fiction	Week	On List
""			
1	ADVISE AND CONSENT, by Allen Drury.	2	50
""			
2	HAWAII, by James Michener.	1	36
""			
3	THE LEOPARD, by Guiseppe di Lampedusa.	3	11
""			
4	THE CHAPMAN REPORT, by Irving Wallace.	4	8
""			
5	THE AFFAIR, by C.P. Snow.	5	9
""			
6	THE VIEW FROM THE FORTIETH FLOOR, by Theodore H. White.	6	7
""			
7	WATER OF LIFE, by Henry Morton Robinson.	7	4
""			
8	THE LOVELY AMBITION, by Mary Ellen Chase.	12	4
""			
9	SET THIS HOUSE ON FIRE, by William Styron.	10	5
""			
10	TRUSTEE FROM THE TOOLROOM, by Nevil Shute.	9	16
""			
11	THE CONSTANT IMAGE, by Marcia Davenport.	11	24
""			
12	WATCHER IN THE SHADOWS, by Geoffrey Household.	--	1
""			
13	THE LINCOLN LORDS, by Cameron Hawley.	8	19
""			
14	DIAMOND HEAD, by Peter Gilman.	13	2
""			
15	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell.	--	64
""			
16	THE INTERNS, by Richard Frede.	15	5
This	July 24, 1960	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MAY THIS HOUSE BE SAFE FROM TIGERS, by Alexander King.	1	27
""			
2	BORN FREE, by Joy Adamson.	4	11
""			
3	FOLK MEDICINE, by Deforest Clinton Jarvis.	3	67
""			
4	I KID YOU NOT, by Jack Paar.	2	14
""			
5	THE NIGHT THEY BURNED THE MOUNTAIN, by Thomas A. Dooley.	5	12
""			
6	MR. CITIZEN, by Harry S. Truman.	6	4
""			
7	THE GOOD YEARS, by Walter Lord.	7	4
""			
8	HOW I MADE $2,000,000 IN THE STOCK MARKET, by Nicolas Darvas.	9	4
""			
9	FELIX FRANKFURTER REMINISCES, by Felix Frankfurter.	11	5
""			
10	THE ENEMY WITHIN, by Robert F. Kennedy.	8	19
""			
11	THE CONSCIENCE OF A CONSERVATIVE, by Barry Goldwater.	12	4
""			
12	THE LAW AND THE PROFITS, by C. Northcote Parkinson.	10	19
""			
13	CARP'S WASHINGTON, by Frank G. Carpenter.	14	8
""			
14	GRANT MOVES SOUTH, by Bruce Catton.	13	21
""			
15	1600 PENNSYLVANIA AVENUE, by Walter Johnson.	--	3
""			
16	DR. SCHWEITZER OF LAMBARENE, by Norman Cousins.	--	1
