This	March 18, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	FRANNY AND ZOOEY, by J.D. Salinger.	1	26
""			
2	THE AGONY AND THE ECSTASY, by Irving Stone.	2	51
""			
3	A PROLOGUE TO LOVE, by Taylor Caldwell.	3	16
""			
4	THE FOX IN THE ATTIC, by Richard Hughes.	5	4
""			
5	TO KILL A MOCKINGBIRD, by Harper Lee.	4	85
""			
6	THE BULL FROM THE SEA, by Mary Renault.	9	3
""			
7	DAUGHTER OF SILENCE, by Morris L. West.	7	15
""			
8	THE IVY TREE, by Mary Stewart.	6	10
""			
9	CHAIRMAN OF THE BORED, by Edward Streeter.	8	24
""			
10	LITTLE ME, by Patrick Dennis.	10	20
""			
11	CAPTAIN NEWMAN, M.D., by Leo Calvin Rosten.	11	8
""			
12	DEVIL WATER, by Anya Seton.	--	1
""			
13	A STAR IN THE WIND, by Robert Nathan.	--	3
""			
14	THE CARPETBAGGERS, by Harold Robbins.	13	38
""			
15	KIRKLAND REVELS, by Victoria Holt.	14	5
""			
16	TWILIGHT OF HONOR, by Al Dewlen.	12	6
This	March 18, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MY LIFE IN COURT, by Louis Nizer.	1	16
""			
2	CALORIES DON'T COUNT, by Herman Taller.	2	15
""			
3	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	3	36
""			
4	THE GUNS OF AUGUST, by Barbara W. Tuchman.	4	5
""			
5	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	8	72
""			
6	THE LAST PLANTAGENETS, by Thomas B. Costain.	5	5
""			
7	CIA: THE INSIDE STORY, by Andrew Tully.	6	6
""			
8	THE ROTHSCHILDS, by Frederic Morton.	13	2
""			
9	MY SABER IS BENT, by Jack Paar.	7	12
""			
10	A NATION OF SHEEP, by William J. Lederer.	9	47
""			
11	THE NEW ENGLISH BIBLE; New Testament.	11	51
""			
12	LIVING FREE, by Joy Adamson.	10	20
""			
13	BEFORE I SLEEP, by James Monahan.	12	11
""			
14	ISHI IN TWO WORLDS, by Theodora Kroeber.	--	2
""			
15	THE COMING FURY, by Bruce Catton.	14	18
""			
16	THE EXECUTIVE COLORING BOOK, by Marcie Hans.	--	2
