This	June 3, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	SHIP OF FOOLS, by Katherine Anne Porter.	1	8
""			
2	THE BULL FROM THE SEA, by Mary Renault.	3	14
""			
3	FRANNY AND ZOOEY, by J.D. Salinger.	2	37
""			
4	DEVIL WATER, by Anya Seton.	6	12
""			
5	THE AGONY AND THE ECSTASY, by Irving Stone.	4	62
""			
6	THE FOX IN THE ATTIC, by Richard Hughes.	5	15
""			
7	YOUNGBLOOD HAWKE, by Herman Wouk.	10	2
""			
8	CAPTAIN NEWMAN, M.D., by Leo Calvin Rosten.	12	19
""			
9	THE BIG LAUGH, by John O'Hara.	--	1
""			
10	HORNSTEIN'S BOY, by Robert Traver.	8	7
""			
11	ISLAND, by Aldous Huxley.	9	8
""			
12	TO KILL A MOCKINGBIRD, by Harper Lee.	11	96
""			
13	A PROLOGUE TO LOVE, by Taylor Caldwell.	7	27
""			
14	CHAIRMAN OF THE BORED, by Edward Streeter.	14	35
""			
15	THE EDGE OF SADNESS, by Edwin O'Connor.	--	28
""			
16	CAPITOL HILL, by Andrew Tully.	--	5
This	June 3, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	CALORIES DON'T COUNT, by Herman Taller.	1	26
""			
2	THE ROTHSCHILDS, by Frederic Morton.	3	13
""			
3	MY LIFE IN COURT, by Louis Nizer.	2	27
""			
4	THE GUNS OF AUGUST, by Barbara W. Tuchman.	6	16
""			
5	SIX CRISES, by Richard Nixon.	5	9
""			
6	IN THE CLEARING, by Robert Frost.	4	8
""			
7	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	7	47
""			
8	SCOTT FITZGERALD, by Andrew Turnbull.	8	10
""			
9	THE NEW ENGLISH BIBLE; New Testament.	10	62
""			
10	THE LAST PLANTAGENETS, by Thomas B. Costain.	9	16
""			
11	A BRIDGE FOR PASSING, by Pearl S. Buck.	12	6
""			
12	O YE JIGS & JULEPS!, by Virginia Cary Hudson.	11	2
""			
13	WHY NOT VICTORY?, by Barry M. Goldwater.	16	2
""			
14	O'NEILL, by Arthur and Barbara Gelb.	14	6
""			
15	CONVERSATION WITH STALIN, by Milovan Djilas.	--	1
""			
16	GRACE AND FAVOUR, by Loelia Ponsonby, Duchess of Westminster.	--	1
