This	July 2, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE AGONY AND THE ECSTASY, by Irving Stone.	1	14
""			
2	TO KILL A MOCKINGBIRD, by Harper Lee.	2	48
""			
3	THE EDGE OF SADNESS, by Edwin O'Connor.	6	2
""			
4	MILA 18, by Leon Uris.	4	3
""			
5	THE LAST OF THE JUST, by Andre Schwarz-Bart.	3	33
""			
6	A BURNT-OUT CASE, by Graham Greene.	5	19
""			
7	A SHOOTING STAR, by Wallace Stegner.	--	3
""			
8	CHINA COURT, by Rumer Godden.	8	15
""			
9	A JOURNEY TO MATECUMBE, by Robert Lewis Taylor.	10	6
""			
10	TROPIC OF CANCER, by Henry Miller.	--	1
""			
11	HAWAII, by James Michener.	7	85
""			
12	THE CARPETBAGGERS, by Harold Robbins.	9	2
""			
13	MOTHERS AND DAUGHTERS, by Evan Hunter.	14	4
""			
14	ADVISE AND CONSENT, by Allen Drury.	15	99
""			
15	WINNIE ILLE PU, by A.A. Milnei.	16	19
""			
16	DON'T TELL ALFRED, by Nancy Mitford.	11	12
This	July 2, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	1	35
""			
2	THE NEW ENGLISH BIBLE; New Testament.	2	14
""			
3	A NATION OF SHEEP, by William J. Lederer.	3	10
""			
4	RING OF BRIGHT WATER, by Gavin Maxwell.	4	17
""			
5	RUSSIA AND THE WEST UNDER LENIN AND STALIN, by George F. Kennan.	5	5
""			
6	MY THIRTY YEARS BACKSTAIRS AT THE WHITE HOUSE, by Lilian Rogers	6	15
""	Parks.		
""			
7	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	7	12
""			
8	JAPANESE INN, by Oliver Statler.	10	20
""			
9	SKYLINE, by Gene Fowler.	13	20
""			
10	REALITY IN ADVERTISING, by Rosser Reeves.	--	8
""			
11	FATE IS THE HUNTER, by Ernest K. Gann.	8	20
""			
12	LIFE WITH WOMEN AND HOW TO SURVIVE IT, by Joseph H. Peck.	15	3
""			
13	SKETCHES FROM LIFE, by Dean Acheson.	12	4
""			
14	THE SIXTH MAN, by Jess Stearn.	11	10
""			
15	LANTERNS AND LANCES, by James Thurber.	--	2
""			
16	MUSIC OF THE SPHERES, by Guy Murchie.	--	1
