This	September 9, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	SHIP OF FOOLS, by Katherine Anne Porter.	1	22
""			
2	DEARLY BELOVED, by Anne Morrow Lindbergh.	2	13
""			
3	YOUNGBLOOD HAWKE, by Herman Wouk.	3	16
""			
4	THE PRIZE, by Irving Wallace.	5	12
""			
5	THE REIVERS, by William Faulkner.	4	12
""			
6	ANOTHER COUNTRY, by James Baldwin.	6	10
""			
7	UHURU, by Robert Ruark.	7	12
""			
8	PORTRAIT IN BROWNSTONE, by Louis Auchincloss.	8	7
""			
9	LETTING GO, by Philip Roth.	11	10
""			
10	THE AGONY AND THE ECSTASY, by Irving Stone.	9	76
""			
11	ACT OF ANGER, by Bart Spicer.	10	2
""			
12	FRANNY AND ZOOEY, by J.D. Salinger.	12	51
""			
13	MAGNIFICENT DESTINY, by Paul I. Wellman.	15	3
""			
14	HORNBLOWER AND THE HOTSPUR, by C.S. Forester.	13	2
""			
15	THE GOLDEN RENDEZVOUS, by Alistair MacLean.	--	8
""			
16	THE SOUND OF BOW BELLS, by Jerome Weidman.	--	3
This	September 9, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE ROTHSCHILDS, by Frederic Morton.	1	27
""			
2	MY LIFE IN COURT, by Louis Nizer.	2	41
""			
3	O YE JIGS & JULEPS!, by Virginia Cary Hudson.	3	16
""			
4	THE GUNS OF AUGUST, by Barbara W. Tuchman.	5	30
""			
5	TRAVELS WITH CHARLEY, by John Steinbeck.	6	5
""			
6	MEN AND DECISIONS, by Lewis L. Strauss.	8	7
""			
7	WHO'S IN CHARGE HERE?, by Gerald C. Gardner.	10	5
""			
8	ONE MAN'S FREEDOM, by Edward Bennett Williams.	4	10
""			
9	SEX AND THE SINGLE GIRL, by Helen Gurley Brown.	7	11
""			
10	VEECK -- AS IN WRECK, by Bill Veeck.	9	7
""			
11	IN THE CLEARING, by Robert Frost.	11	22
""			
12	JFK COLORING BOOK, by Jackie Kannon.	12	9
""			
13	A THOUSAND SPRINGS, by Anna Chennault.	--	5
""			
14	EVERY FRENCHMAN HAS ONE, by Olivia De Havilland.	--	5
""			
15	THE BLUE NILE, by Alan Moorehead.	16	2
""			
16	YOU'RE ENTITLE', by Harry Golden.	15	2
