This	December 31, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	FRANNY AND ZOOEY, by J.D. Salinger.	1	15
""			
2	THE AGONY AND THE ECSTASY, by Irving Stone.	2	40
""			
3	TO KILL A MOCKINGBIRD, by Harper Lee.	3	74
""			
4	SPIRIT LAKE, by MacKinlay Kantor.	5	11
""			
5	LITTLE ME, by Patrick Dennis.	4	9
""			
6	CHAIRMAN OF THE BORED, by Edward Streeter.	6	13
""			
7	THE CARPETBAGGERS, by Harold Robbins.	7	27
""			
8	THE JUDAS TREE, by A.J. Cronin.	10	8
""			
9	A PROLOGUE TO LOVE, by Taylor Caldwell.	8	5
""			
10	DAUGHTER OF SILENCE, by Morris L. West.	9	4
""			
11	THE INCREDIBLE JOURNEY, by Sheila Burnford.	11	29
""			
12	CLOCK WITHOUT HANDS, by Carson McCullers.	14	18
""			
13	I MET A LADY, by Howard Spring.	16	3
""			
14	THE EDGE OF SADNESS, by Edwin O'Connor.	--	26
""			
15	A NEW LIFE, by Bernard Malamud.	--	2
""			
16	MILA 18, by Leon Uris.	12	29
This	December 31, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	1	25
""			
2	LIVING FREE, by Joy Adamson.	2	9
""			
3	MY LIFE IN COURT, by Louis Nizer.	4	5
""			
4	A NATION OF SHEEP, by William J. Lederer.	3	36
""			
5	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	5	61
""			
6	THE NEW ENGLISH BIBLE; New Testament.	6	40
""			
7	CITIZEN HEARST, by W.A. Swanberg.	7	15
""			
8	I SHOULD HAVE KISSED HER MORE, by Alexander King.	8	11
""			
9	THE COMING FURY, by Bruce Catton.	9	7
""			
10	CALORIES DON'T COUNT, by Herman Taller.	11	4
""			
11	RING OF BRIGHT WATER, by Gavin Maxwell.	10	43
""			
12	LAROUSSE GASTRONOMIQUE, by Prosper Montagne.	13	7
""			
13	PT 109, by Robert J. Donovan.	16	2
""			
14	THE AGE OF REASON BEGINS, by Will and Ariel Durant.	14	15
""			
15	SINCLAIR LEWIS: AN AMERICAN LIFE, by Mark Schorer.	--	9
""			
16	MY SABER IS BENT, by Jack Paar.	--	1
