This	June 26, 1960	Last	Weeks
Week	Fiction	Week	On List
""			
1	ADVISE AND CONSENT, by Allen Drury.	1	46
""			
2	HAWAII, by James Michener.	2	32
""			
3	THE LEOPARD, by Guiseppe di Lampedusa.	3	7
""			
4	THE CHAPMAN REPORT, by Irving Wallace.	8	4
""			
5	THE CONSTANT IMAGE, by Marcia Davenport.	4	20
""			
6	THE LINCOLN LORDS, by Cameron Hawley.	7	15
""			
7	THE AFFAIR, by C.P. Snow.	6	5
""			
8	TRUSTEE FROM THE TOOLROOM, by Nevil Shute.	5	12
""			
9	A DISTANT TRUMPET, by Paul Horgan.	10	8
""			
10	OURSELVES TO KNOW, by John O'Hara.	11	18
""			
11	THE VIEW FROM THE FORTIETH FLOOR, by Theodore H. White.	9	3
""			
12	SET THIS HOUSE ON FIRE, by William Styron.	--	1
""			
13	CLEA, by Lawrence Durrell.	12	12
""			
14	MRS. 'ARRIS GOES TO NEW YORK, by Paul Gallico.	14	13
""			
15	THE INTERNS, by Richard Frede.	16	2
""			
16	THE DEVIL'S ADVOCATE, by Morrs L. West.	--	37
This	June 26, 1960	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MAY THIS HOUSE BE SAFE FROM TIGERS, by Alexander King.	1	23
""			
2	FOLK MEDICINE, by Deforest Clinton Jarvis.	2	63
""			
3	I KID YOU NOT, by Jack Paar.	3	10
""			
4	BORN FREE, by Joy Adamson.	5	7
""			
5	THE LAW AND THE PROFITS, by C. Northcote Parkinson.	6	15
""			
6	THE NIGHT THEY BURNED THE MOUNTAIN, by Thomas A. Dooley.	7	8
""			
7	THE ENEMY WITHIN, by Robert F. Kennedy.	4	15
""			
8	ACT ONE, by Moss Hart.	8	39
""			
9	CARP'S WASHINGTON, by Frank G. Carpenter.	12	5
""			
10	FELIX FRANKFURTER REMINISCES, by Felix Frankfurter.	--	1
""			
11	GRANT MOVES SOUTH, by Bruce Catton.	15	18
""			
12	PERLE, by Perle Mesta with Robert Cahn.	10	7
""			
13	THE JOY OF MUSIC, by Leonard Bernstein.	16	26
""			
14	HOLLYWOOD RAJAH, by Bosley Crowther.	9	11
""			
15	THE CONSCIENCE OF A CONSERVATIVE, by Barry Goldwater.	--	1
""			
16	MEYER BERGER'S NEW YORK, by Meyer Berger.	--	8
