This	May 28, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE AGONY AND THE ECSTASY, by Irving Stone.	1	9
""			
2	TO KILL A MOCKINGBIRD, by Harper Lee.	2	43
""			
3	THE LAST OF THE JUST, by Andre Schwarz-Bart.	3	28
""			
4	A BURNT-OUT CASE, by Graham Greene.	4	14
""			
5	MIDCENTURY, by John Dos Passos.	8	11
""			
6	HAWAII, by James Michener.	5	80
""			
7	WINNIE ILLE PU, by A.A. Milnei.	11	14
""			
8	CHINA COURT, by Rumer Godden.	6	10
""			
9	ADVISE AND CONSENT, by Allen Drury.	10	94
""			
10	THE CHATEAU, by William Maxwell.	7	7
""			
11	DON'T TELL ALFRED, by Nancy Mitford.	9	7
""			
12	A JOURNEY TO MATECUMBE, by Robert Lewis Taylor.	14	2
""			
13	MANILA GALLEON, by F. Van Wyck Mason.	12	10
""			
14	THE INCREDIBLE JOURNEY, by Sheila Burnford.	13	4
""			
15	POMP AND CIRCUMSTANCE, by Noel Coward.	15	26
""			
16	NO SIGNPOSTS IN THE SEA, by Vita Sackville-West.	--	1
This	May 28, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE NEW ENGLISH BIBLE; New Testament.	2	9
""			
2	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	1	30
""			
3	RING OF BRIGHT WATER, by Gavin Maxwell.	3	12
""			
4	A NATION OF SHEEP, by William J. Lederer.	4	5
""			
5	MY THIRTY YEARS BACKSTAIRS AT THE WHITE HOUSE, by Lilian Rogers	5	10
""	Parks.		
""			
6	FATE IS THE HUNTER, by Ernest K. Gann.	7	15
""			
7	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	6	7
""			
8	JAPANESE INN, by Oliver Statler.	8	15
""			
9	SKYLINE, by Gene Fowler.	10	15
""			
10	WHO KILLED SOCIETY? by Cleveland Amory.	9	22
""			
11	HARPO SPEAKS! by Harpo Marx and Rowland Barber.	--	1
""			
12	THE SIXTH MAN, by Jess Stearn.	12	5
""			
13	THE FROG POND, by Joyce MacIver.	11	8
""			
14	REALITY IN ADVERTISING, by Rosser Reeves.	14	4
""			
15	PROFILES IN COURAGE, by John F. Kennedy.	13	105
""			
16	THE SCHOOLS, by Martin Mayer.	--	1
