This	September 11, 1960	Last	Weeks
Week	Fiction	Week	On List
""			
1	HAWAII, by James Michener.	1	43
""			
2	ADVISE AND CONSENT, by Allen Drury.	2	57
""			
3	THE LEOPARD, by Guiseppe di Lampedusa.	3	18
""			
4	THE CHAPMAN REPORT, by Irving Wallace.	4	15
""			
5	THE LOVELY AMBITION, by Mary Ellen Chase.	5	11
""			
6	TO KILL A MOCKINGBIRD, by Harper Lee.	7	6
""			
7	WATER OF LIFE, by Henry Morton Robinson.	6	11
""			
8	DIAMOND HEAD, by Peter Gilman.	11	9
""			
9	THE AFFAIR, by C.P. Snow.	8	16
""			
10	BEFORE YOU GO, by Jerome Weidman.	10	5
""			
11	THE VIEW FROM THE FORTIETH FLOOR, by Theodore H. White.	9	14
""			
12	THE SUN IS MY SHADOW, by Robert Wilder.	13	4
""			
13	AWAY FROM HOME, by Rona Jaffe.	--	1
""			
14	SET THIS HOUSE ON FIRE, by William Styron.	12	12
""			
15	ALL FALL DOWN, by James Leo Herlihy.	--	1
""			
16	WATCHER IN THE SHADOWS, by Geoffrey Household.	--	7
This	September 11, 1960	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	BORN FREE, by Joy Adamson.	1	18
""			
2	HOW I MADE $2,000,000 IN THE STOCK MARKET, by Nicolas Darvas.	2	11
""			
3	ENJOY, ENJOY!, by Harry Golden.	5	7
""			
4	MAY THIS HOUSE BE SAFE FROM TIGERS, by Alexander King.	3	34
""			
5	THE CONSCIENCE OF A CONSERVATIVE, by Barry Goldwater.	8	11
""			
6	FELIX FRANKFURTER REMINISCES, by Felix Frankfurter.	7	12
""			
7	FOLK MEDICINE, by Deforest Clinton Jarvis.	4	74
""			
8	THE GOOD YEARS, by Walter Lord.	6	11
""			
9	I KID YOU NOT, by Jack Paar.	9	21
""			
10	THE LIBERAL HOUR, by John Kenneth Galbraith.	10	2
""			
11	MR. CITIZEN, by Harry S. Truman.	11	11
""			
12	THE OPERATORS, by Frank Gibney.	--	3
""			
13	BASEBALL IS A FUNNY GAME, by Joe Garagiola.	16	7
""			
14	THE NIGHT THEY BURNED THE MOUNTAIN, by Thomas A. Dooley.	13	19
""			
15	THOMAS WOLFE, by Elizabeth Nowell.	15	7
""			
16	THE ENEMY WITHIN, by Robert F. Kennedy.	--	25
