This	May 1, 1966	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SOURCE, by James Michener.	1	49
""			
2	VALLEY OF THE DOLLS, by Jacqueline Susann.	2	8
""			
3	THE DOUBLE IMAGE, by Helen MacInnes.	3	14
""			
4	THE EMBEZZLER, by Louis Auchincloss.	4	11
""			
5	THE ADVENTURERS, by Harold Robbins.	5	5
""			
6	THOSE WHO LOVE, by Irving Stone.	6	27
""			
7	TELL NO MAN, by Adela Rogers St. Johns.	8	7
""			
8	THE COMEDIANS, by Graham Greene.	7	11
""			
9	UP THE DOWN STAIRCASE, by Bel Kaufman.	9	60
""			
10	THE BILLION DOLLAR BRAIN, by Len Deighton.	--	13
This	May 1, 1966	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	IN COLD BLOOD, by Truman Capote.	1	15
""			
2	THE LAST BATTLE, by Cornelius Ryan.	2	6
""			
3	THE PROUD TOWER, by Barbara W. Tuchman.	4	14
""			
4	THE LAST HUNDRED DAYS, by John Toland.	3	9
""			
5	GAMES PEOPLE PLAY, by Eric Berne.	5	40
""			
6	PAPA HEMINGWAY: A PERSONAL MEMOIR, by A.E. Hotchner.	7	2
""			
7	A THOUSAND DAYS, by Arthur M. Schlesinger Jr.	6	22
""			
8	A GIFT OF PROPHECY, by Ruth Montgomery.	8	36
""			
9	HOW TO AVOID PROBATE, by Norman F. Dacey.	10	3
""			
10	UNSAFE AT ANY SPEED, by Ralph Nader.	9	2
