This	June 1, 1969	Last	Weeks
Week	Fiction	Week	On List
""			
1	PORTNOY'S COMPLAINT, by Philip Roth.	1	15
""			
2	THE GODFATHER, by Mario Puzo.	2	10
""			
3	THE LOVE MACHINE, by Jacqueline Susann.	8	2
""			
4	ADA, OR ARDOR: A FAMILY CHRONICLE, by Vladimir Nabokov.	7	2
""			
5	SLAUGHTERHOUSE FIVE, by Kurt Vonnegut.	4	6
""			
6	THE SALZBURG CONNECTION, by Helen MacInnes.	3	37
""			
7	EXCEPT FOR ME AND THEE, by Jessamyn West.	5	7
""			
8	THE VINES OF YARRABEE, by Dorothy Eden.	9	12
""			
9	AIRPORT, by Arthur Hailey.	6	62
""			
10	BULLET PARK, by John Cheever.	10	3
This		June 1, 1969	Last	Weeks
Week		Non-Fiction	Week	On List
""				
1	JENNIE, by Ralph G. Martin.		1	11
""				
2	ERNEST HEMINGWAY, by Carlos Baker.		2	5
""				
3	THE 900 DAYS, by Harrison E. Sailsbury.		3	15
""				
4	MISS CRAIG'S 21-DAY SHAPE-UP PROGRAM FOR MEN AND WOMEN, by		4	19
""	Marjorie Craig.			
""				
5	"THE MONEY GAME, by ""Adam Smith""."		5	50
""				
6	BETWEEN PARENT & TEENAGER, by Haim G. Ginott.		9	2
""				
7	THE PETER PRINCIPLE, by Dr. Laurence J. Peter and Raymond Hull.		7	3
""				
8	THE ARMS OF KRUPP, by William Manchester.		8	25
""				
9	THE JOYS OF YIDDISH, by Leo Rosten.		10	14
""				
10	THE TROUBLE WITH LAWYERS, by Murray Teigh Bloom.		6	13
