This	November 26, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	FRANNY AND ZOOEY, by J.D. Salinger.	1	10
""			
2	THE AGONY AND THE ECSTASY, by Irving Stone.	2	35
""			
3	TO KILL A MOCKINGBIRD, by Harper Lee.	3	69
""			
4	THE CARPETBAGGERS, by Harold Robbins.	4	22
""			
5	SPIRIT LAKE, by MacKinlay Kantor.	5	6
""			
6	CHAIRMAN OF THE BORED, by Edward Streeter.	9	8
""			
7	CLOCK WITHOUT HANDS, by Carson McCullers.	8	13
""			
8	LITTLE ME, by Patrick Dennis.	10	4
""			
9	MILA 18, by Leon Uris.	6	24
""			
10	TROPIC OF CANCER, by Henry Miller.	7	22
""			
11	THE JUDAS TREE, by A.J. Cronin.	12	3
""			
12	THE EDGE OF SADNESS, by Edwin O'Connor.	13	23
""			
13	THE INCREDIBLE JOURNEY, by Sheila Burnford.	14	25
""			
14	THE WHITE RAJAH, by Nicholas Monsarrat.	11	6
""			
15	THE WINTER OF OUR DISCONTENT, by John Steinbeck.	16	21
""			
16	THE PEACEMAKERS, by Marquis William Childs.	15	3
This	November 26, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	1	20
""			
2	A NATION OF SHEEP, by William J. Lederer.	2	31
""			
3	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	3	56
""			
4	LIVING FREE, by Joy Adamson.	5	4
""			
5	CITIZEN HEARST, by W.A. Swanberg.	4	10
""			
6	INSIDE EUROPE TODAY, by John Gunther.	7	18
""			
7	THE NEW ENGLISH BIBLE; New Testament.	6	35
""			
8	I SHOULD HAVE KISSED HER MORE, by Alexander King.	8	6
""			
9	RING OF BRIGHT WATER, by Gavin Maxwell.	12	38
""			
10	PROMISE AT DAWN, by Romain Gary.	9	4
""			
11	THE COMING FURY, by Bruce Catton.	11	2
""			
12	THE AGE OF REASON BEGINS, by Will and Ariel Durant.	13	10
""			
13	KIDNAP, by George Waller.	14	11
""			
14	RUSSIA AND THE WEST UNDER LENIN AND STALIN, by George F. Kennan.	10	26
""			
15	SINCLAIR LEWIS: AN AMERICAN LIFE, by Mark Schorer.	15	5
""			
16	LAROUSSE GASTRONOMIQUE, by Prosper Montagne.	16	2
