This	August 22, 1965	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SOURCE, by James Michener.	1	13
""			
2	UP THE DOWN STAIRCASE, by Bel Kaufman.	2	24
""			
3	HOTEL, by Arthur Hailey.	4	25
""			
4	THE GREEN BERETS, by Robin Moore.	3	8
""			
5	THE LOOKING GLASS WAR, by John Le Carré.	5	7
""			
6	NIGHT OF CAMP DAVID, by Fletcher Knebel.	6	11
""			
7	THE AMBASSADOR, by Morris West.	7	17
""			
8	DON'T STOP THE CARNIVAL, by Herman Wouk.	8	21
""			
9	THE MAN WITH THE GOLDEN GUN, by Ian Fleming.	--	1
""			
10	A PILLAR OF IRON, by Taylor Caldwell.	10	10
This	August 22, 1965	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE MAKING OF THE PRESIDENT 1964, by Theodore H. White.	1	7
""			
2	IS PARIS BURNING?, by Larry Collins and Dominique Lapierre.	2	9
""			
3	MARKINGS, by Dag Hammarskjöld.	3	41
""			
4	INTERN, by Doctor X.	5	5
""			
5	THE OXFORD HISTORY OF THE AMERICAN PEOPLE, by Samuel Eliot	4	15
""	Morison.		
""			
6	QUEEN VICTORIA: BORN TO SUCCEED, by Elizabeth Longford.	6	29
""			
7	GAMES PEOPLE PLAY, by Eric Berne.	7	4
""			
8	SIXPENCE IN HER SHOE, by Phyllis McGinley.	9	34
""			
9	JOURNAL OF A SOUL, by Pope John XXIII.	10	17
""			
10	THE KANDY-KOLORED TANGERINE-FLAKE STREAMLINE BABY, by Tom	--	1
""	Wolfe.		
