This	July 29, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	SHIP OF FOOLS, by Katherine Anne Porter.	1	16
""			
2	YOUNGBLOOD HAWKE, by Herman Wouk.	2	10
""			
3	DEARLY BELOVED, by Anne Morrow Lindbergh.	3	7
""			
4	UHURU, by Robert Ruark.	7	6
""			
5	THE PRIZE, by Irving Wallace.	4	6
""			
6	THE REIVERS, by William Faulkner.	6	6
""			
7	ANOTHER COUNTRY, by James Baldwin.	10	4
""			
8	THE AGONY AND THE ECSTASY, by Irving Stone.	8	70
""			
9	FRANNY AND ZOOEY, by J.D. Salinger.	5	45
""			
10	LETTING GO, by Philip Roth.	13	4
""			
11	THE BIG LAUGH, by John O'Hara.	9	9
""			
12	THE BULL FROM THE SEA, by Mary Renault.	11	22
""			
13	DEVIL WATER, by Anya Seton.	12	20
""			
14	THE GOLDEN RENDEZVOUS, by Alistair MacLean.	16	3
""			
15	PORTRAIT IN BROWNSTONE, by Louis Auchincloss.	--	1
""			
16	THE FOX IN THE ATTIC, by Richard Hughes.	--	20
This	July 29, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE ROTHSCHILDS, by Frederic Morton.	1	21
""			
2	MY LIFE IN COURT, by Louis Nizer.	2	35
""			
3	CALORIES DON'T COUNT, by Herman Taller.	3	34
""			
4	THE GUNS OF AUGUST, by Barbara W. Tuchman.	4	24
""			
5	O YE JIGS & JULEPS!, by Virginia Cary Hudson.	6	10
""			
6	IN THE CLEARING, by Robert Frost.	5	16
""			
7	CONVERSATION WITH STALIN, by Milovan Djilas.	7	9
""			
8	SEX AND THE SINGLE GIRL, by Helen Gurley Brown.	9	5
""			
9	MEN AND DECISIONS, by Lewis L. Strauss.	--	1
""			
10	VEECK -- AS IN WRECK, by Bill Veeck.	--	1
""			
11	SIX CRISES, by Richard Nixon.	10	17
""			
12	ONE MAN'S FREEDOM, by Edward Bennett Williams.	8	4
""			
13	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	11	55
""			
14	JFK COLORING BOOK, by Jackie Kannon.	12	3
""			
15	WHY NOT VICTORY?, by Barry M. Goldwater.	13	10
""			
16	THE NEW ENGLISH BIBLE; New Testament.	15	70
