This	August 20, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE AGONY AND THE ECSTASY, by Irving Stone.	1	21
""			
2	TO KILL A MOCKINGBIRD, by Harper Lee.	3	55
""			
3	MILA 18, by Leon Uris.	2	10
""			
4	THE EDGE OF SADNESS, by Edwin O'Connor.	4	9
""			
5	THE WINTER OF OUR DISCONTENT, by John Steinbeck.	5	7
""			
6	THE CARPETBAGGERS, by Harold Robbins.	7	8
""			
7	TROPIC OF CANCER, by Henry Miller.	6	8
""			
8	REMBRANDT, by Gladys Schmitt.	8	5
""			
9	A JOURNEY TO MATECUMBE, by Robert Lewis Taylor.	10	13
""			
10	CHINA COURT, by Rumer Godden.	14	21
""			
11	A SHOOTING STAR, by Wallace Stegner.	--	9
""			
12	THE INCREDIBLE JOURNEY, by Sheila Burnford.	15	12
""			
13	MOTHERS AND DAUGHTERS, by Evan Hunter.	9	10
""			
14	HAWAII, by James Michener.	--	91
""			
15	THE LAST OF THE JUST, by Andre Schwarz-Bart.	11	40
""			
16	THE CHATEAU, by William Maxwell.	13	14
This	August 20, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	1	42
""			
2	A NATION OF SHEEP, by William J. Lederer.	3	17
""			
3	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	2	6
""			
4	INSIDE EUROPE TODAY, by John Gunther.	6	4
""			
5	THE NEW ENGLISH BIBLE; New Testament.	4	21
""			
6	RING OF BRIGHT WATER, by Gavin Maxwell.	5	24
""			
7	RUSSIA AND THE WEST UNDER LENIN AND STALIN, by George F. Kennan.	7	12
""			
8	LIFE WITH WOMEN AND HOW TO SURVIVE IT, by Joseph H. Peck.	8	10
""			
9	MY THIRTY YEARS BACKSTAIRS AT THE WHITE HOUSE, by Lilian Rogers	9	22
""	Parks.		
""			
10	FIRSTHAND REPORT, by Sherman Adams.	10	6
""			
11	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	11	19
""			
12	AMERICA -- TOO YOUNG TO DIE!, by Alex P. De Seversky.	13	3
""			
13	LIZZIE BORDEN, by Edward D. Radin.	--	5
""			
14	THESE RUINS ARE INHABITED, by Muriel Beadle.	12	4
""			
15	GIFTS OF PASSAGE, by Santha Rama Rau.	--	4
""			
16	THE SPANISH CIVIL WAR, by Hugh Thomas.	16	3
