This	December 24, 1967	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CONFESSIONS OF NAT TURNER, by William Styron.	1	10
""			
2	TOPAZ, by Leon Uris.	2	13
""			
3	CHRISTY, by Catherine Marshall.	4	8
""			
4	THE GABRIEL HOUNDS, by Mary Stewart.	3	13
""			
5	THE EXHIBITIONIST, by Henry Sutton.	5	4
""			
6	THE INSTRUMENT, by John O'Hara.	8	2
""			
7	THE CHOSEN, by Chaim Potok.	6	31
""			
8	ROSEMARY'S BABY, by Ira Levin.	7	29
""			
9	THE PRESIDENT'S PLANE IS MISSING, by Robert J. Serling.	9	4
""			
10	WHERE EAGLES DARE, by Alistair MacLean.	10	2
This	December 24, 1967	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	"""OUR CROWD"": THE GREAT JEWISH FAMILIES OF NEW YORK, by Stephen"	1	22
""	Birmingham.		
""			
2	NICHOLAS AND ALEXANDRA, by Robert K. Massie.	2	15
""			
3	RICKENBACKER, by Edward V. Rickenbacker.	3	6
""			
4	MEMOIRS, by George F. Kennan.	5	4
""			
5	A MODERN PRIEST LOOKS AT HIS OUTDATED CHURCH, by James J.	4	24
""	Kavanaugh.		
""			
6	REPORT FROM IRON MOUNTAIN, by Leonard C. Lewin.	--	1
""			
7	AT EASE: STORIES I TELL TO FRIENDS, by Dwight D. Eisenhower.	7	21
""			
8	ANYONE CAN MAKE A MILLION, by Morton Shulman.	9	27
""			
9	BETWEEN PARENT AND CHILD, by Haim G. Ginott.	10	4
""			
10	INCREDIBLE VICTORY, by Walter Lord.	6	15
