This	March 26, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST OF THE JUST, by Andre Schwarz-Bart.	2	19
""			
2	HAWAII, by James Michener.	1	71
""			
3	ADVISE AND CONSENT, by Allen Drury.	3	85
""			
4	TO KILL A MOCKINGBIRD, by Harper Lee.	4	34
""			
5	A BURNT-OUT CASE, by Graham Greene.	5	5
""			
6	SERMONS AND SODA WATER, by John O'Hara.	6	15
""			
7	WINNIE ILLE PU, by A.A. Milnei.	7	5
""			
8	MIDCENTURY, by John Dos Passos.	12	2
""			
9	DECISION AT DELPHI, by Helen MacInnes.	8	20
""			
10	POMP AND CIRCUMSTANCE, by Noel Coward.	9	17
""			
11	CHINA COURT, by Rumer Godden.	--	1
""			
12	THE CHESS PLAYERS, by Frances Parkinson Keyes.	10	11
""			
13	A SENSE OF VALUES, by Sloan Wilson.	--	9
""			
14	THE DEAN'S WATCH, by Elizabeth Goudge.	11	24
""			
15	MANILA GALLEON, by F. Van Wyck Mason.	--	1
""			
16	THROUGH THE FIELDS OF CLOVER, by Peter De Vries.	14	2
This	March 26, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	1	21
""			
2	WHO KILLED SOCIETY? by Cleveland Amory.	2	13
""			
3	THE WASTE MAKERS, by Vance Packard.	3	26
""			
4	FATE IS THE HUNTER, by Ernest K. Gann.	6	6
""			
5	THE WHITE NILE, by Alan Moorehead.	4	9
""			
6	JAPANESE INN, by Oliver Statler.	7	6
""			
7	THE SNAKE HAS ALL THE LINES, by Jean Kerr.	5	19
""			
8	RING OF BRIGHT WATER, by Gavin Maxwell.	12	3
""			
9	SKYLINE, by Gene Fowler.	8	6
""			
10	PROFILES IN COURAGE, by John F. Kennedy.	9	96
""			
11	BORN FREE, by Joy Adamson.	10	46
""			
12	DR. TOM DOOLEY'S THREE GREAT BOOKS, by Dr. Tom Dooley.	--	2
""			
13	SHADOWS ON THE GRASS, by Isak Dinesen.	11	9
""			
14	RESISTANCE, REBELLION, AND DEATH, by Albert Camus.	15	2
""			
15	STAY YOUNG AND VITAL, by Bob Cummings.	14	5
""			
16	MY THIRTY YEARS BACKSTAIRS AT THE WHITE HOUSE, by Lilian Rogers	16	2
""	Parks.		
