This	August 26, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	SHIP OF FOOLS, by Katherine Anne Porter.	1	20
""			
2	DEARLY BELOVED, by Anne Morrow Lindbergh.	2	11
""			
3	YOUNGBLOOD HAWKE, by Herman Wouk.	3	14
""			
4	THE REIVERS, by William Faulkner.	4	10
""			
5	THE PRIZE, by Irving Wallace.	6	10
""			
6	UHURU, by Robert Ruark.	5	10
""			
7	ANOTHER COUNTRY, by James Baldwin.	7	8
""			
8	PORTRAIT IN BROWNSTONE, by Louis Auchincloss.	8	5
""			
9	THE AGONY AND THE ECSTASY, by Irving Stone.	9	74
""			
10	LETTING GO, by Philip Roth.	11	8
""			
11	FRANNY AND ZOOEY, by J.D. Salinger.	10	49
""			
12	THE SOUND OF BOW BELLS, by Jerome Weidman.	13	2
""			
13	MAGNIFICENT DESTINY, by Paul I. Wellman.	--	1
""			
14	DEVIL WATER, by Anya Seton.	12	24
""			
15	THE BIG LAUGH, by John O'Hara.	14	13
""			
16	THE GOLDEN RENDEZVOUS, by Alistair MacLean.	15	7
This	August 26, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE ROTHSCHILDS, by Frederic Morton.	1	25
""			
2	MY LIFE IN COURT, by Louis Nizer.	2	39
""			
3	O YE JIGS & JULEPS!, by Virginia Cary Hudson.	4	14
""			
4	THE GUNS OF AUGUST, by Barbara W. Tuchman.	3	28
""			
5	MEN AND DECISIONS, by Lewis L. Strauss.	6	5
""			
6	JFK COLORING BOOK, by Jackie Kannon.	14	7
""			
7	SEX AND THE SINGLE GIRL, by Helen Gurley Brown.	7	9
""			
8	TRAVELS WITH CHARLEY, by John Steinbeck.	11	3
""			
9	VEECK -- AS IN WRECK, by Bill Veeck.	10	5
""			
10	ONE MAN'S FREEDOM, by Edward Bennett Williams.	5	8
""			
11	CALORIES DON'T COUNT, by Herman Taller.	8	38
""			
12	IN THE CLEARING, by Robert Frost.	9	20
""			
13	A THOUSAND SPRINGS, by Anna Chennault.	16	4
""			
14	CONVERSATION WITH STALIN, by Milovan Djilas.	13	13
""			
15	WHO'S IN CHARGE HERE?, by Gerald C. Gardner.	12	3
""			
16	SIX CRISES, by Richard Nixon.	--	20
