This	March 10, 1968	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CONFESSIONS OF NAT TURNER, by William Styron.	1	21
""			
2	VANISHED, by Fletcher Knebel.	3	7
""			
3	CHRISTY, by Catherine Marshall.	4	19
""			
4	TOPAZ, by Leon Uris.	2	24
""			
5	THE TOWER OF BABEL, by Morris West.	9	3
""			
6	THE EXHIBITIONIST, by Henry Sutton.	5	13
""			
7	THE GABRIEL HOUNDS, by Mary Stewart.	7	24
""			
8	MYRA BRECKINRIDGE, by Gore Vidal.	8	2
""			
9	THE PRESIDENT'S PLANE IS MISSING, by Robert J. Serling.	6	15
""			
10	ROSEMARY'S BABY, by Ira Levin.	--	39
This	March 10, 1968	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE NAKED APE, by Desmond Morris.	1	5
""			
2	BETWEEN PARENT AND CHILD, by Haim G. Ginott.	2	15
""			
3	NICHOLAS AND ALEXANDRA, by Robert K. Massie.	4	26
""			
4	"""OUR CROWD"": THE GREAT JEWISH FAMILIES OF NEW YORK, by Stephen"	3	33
""	Birmingham.		
""			
5	TOLSTOY, by Henri Troyat.	5	10
""			
6	RICKENBACKER, by Edward V. Rickenbacker.	6	17
""			
7	THE NEW INDUSTRIAL STATE, by John Kenneth Galbraith.	--	24
""			
8	MEMOIRS, by George F. Kennan.	8	15
""			
9	THOMAS WOLFE, by Andrew Turnbull.	7	4
""			
10	REPORT FROM IRON MOUNTAIN, by Leonard C. Lewin.	--	7
