This	February 19, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	HAWAII, by James Michener.	1	66
""			
2	ADVISE AND CONSENT, by Allen Drury.	2	80
""			
3	THE LAST OF THE JUST, by Andre Schwarz-Bart.	3	14
""			
4	SERMONS AND SODA WATER, by John O'Hara.	5	10
""			
5	TO KILL A MOCKINGBIRD, by Harper Lee.	4	29
""			
6	DECISION AT DELPHI, by Helen MacInnes.	6	15
""			
7	THE DEAN'S WATCH, by Elizabeth Goudge.	7	19
""			
8	POMP AND CIRCUMSTANCE, by Noel Coward.	8	12
""			
9	THE CHESS PLAYERS, by Frances Parkinson Keyes.	9	6
""			
10	A SENSE OF VALUES, by Sloan Wilson.	11	5
""			
11	THE LISTENER, by Taylor Caldwell.	13	20
""			
12	THE LOVELY AMBITION, by Mary Ellen Chase.	10	34
""			
13	MISTRESS OF MELLYN, by Victoria Holt.	12	22
""			
14	IN A SUMMER SEASON, by Elizabeth Taylor.	16	2
""			
15	THE LIGHT IN THE PIAZZA, by Elizabeth Spencer.	--	3
""			
16	WINNIE ILLE PU, by A.A. Milnei.	--	1
This	February 19, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	1	16
""			
2	WHO KILLED SOCIETY? by Cleveland Amory.	3	8
""			
3	THE WASTE MAKERS, by Vance Packard.	2	21
""			
4	THE SNAKE HAS ALL THE LINES, by Jean Kerr.	4	14
""			
5	BORN FREE, by Joy Adamson.	5	41
""			
6	THE AMERICAN HERITAGE PICTURE HISTORY OF THE CIVIL WAR, by	6	15
""	Bruce Catton.		
""			
7	THE WHITE NILE, by Alan Moorehead.	7	4
""			
8	PROFILES IN COURAGE, by John F. Kennedy.	11	91
""			
9	FATE IS THE HUNTER, by Ernest K. Gann.	--	1
""			
10	BARUCH: THE PUBLIC YEARS, by Bernard M Baruch.	9	17
""			
11	VANITY FAIR, by Cleveland Amory and Frederic Bradlee.	10	12
""			
12	THE POLITICS OF UPHEAVAL, by Arthur Schlesinger.	12	21
""			
13	SHADOWS ON THE GRASS, by Isak Dinesen.	8	4
""			
14	FOLK MEDICINE, by Deforest Clinton Jarvis.	--	93
""			
15	JAPANESE INN, by Oliver Statler.	--	1
""			
16	SKYLINE, by Gene Fowler.	--	1
