This	October 14, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	SHIP OF FOOLS, by Katherine Anne Porter.	1	27
""			
2	SEVEN DAYS IN MAY, by Fletcher Knebel and Charles W. Bailey II.	6	4
""			
3	A SHADE OF DIFFERENCE, by Allen Drury.	9	2
""			
4	THE PRIZE, by Irving Wallace.	3	17
""			
5	DEARLY BELOVED, by Anne Morrow Lindbergh.	2	18
""			
6	YOUNGBLOOD HAWKE, by Herman Wouk.	4	21
""			
7	THE REIVERS, by William Faulkner.	5	17
""			
8	THE THIN RED LINE, by James Jones.	11	3
""			
9	ANOTHER COUNTRY, by James Baldwin.	7	15
""			
10	UHURU, by Robert Ruark.	8	17
""			
11	ACT OF ANGER, by Bart Spicer.	13	7
""			
12	PORTRAIT IN BROWNSTONE, by Louis Auchincloss.	12	12
""			
13	MAGNIFICENT DESTINY, by Paul I. Wellman.	15	8
""			
14	HORNBLOWER AND THE HOTSPUR, by C.S. Forester.	10	7
""			
15	THE AGONY AND THE ECSTASY, by Irving Stone.	14	81
""			
16	GABRIELA, CLOVE AND CINNAMON, by Jorge Amado.	--	1
This	October 14, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE ROTHSCHILDS, by Frederic Morton.	1	32
""			
2	O YE JIGS & JULEPS!, by Virginia Cary Hudson.	2	21
""			
3	MY LIFE IN COURT, by Louis Nizer.	4	46
""			
4	TRAVELS WITH CHARLEY, by John Steinbeck.	3	10
""			
5	SILENT SPRING, by Rachel Carson.	11	2
""			
6	THE BLUE NILE, by Alan Moorehead.	6	7
""			
7	WHO'S IN CHARGE HERE?, by Gerald C. Gardner.	7	10
""			
8	THE GUNS OF AUGUST, by Barbara W. Tuchman.	10	35
""			
9	SEX AND THE SINGLE GIRL, by Helen Gurley Brown.	5	16
""			
10	VEECK -- AS IN WRECK, by Bill Veeck.	8	12
""			
11	FINAL VERDICT, by Adela Rogers St. Johns.	9	5
""			
12	WILL ROGERS, by Donald Day.	14	3
""			
13	IN-LAWS AND OUTLAWS, by C. Northcote Parkinson.	12	4
""			
14	JFK COLORING BOOK, by Jackie Kannon.	15	14
""			
15	IN THE CLEARING, by Robert Frost.	--	26
""			
16	ONE MAN'S FREEDOM, by Edward Bennett Williams.	13	15
