	authors	date	fast_subjects	genders	owi	rank	streak	title	year	year_pub	genre	gender
38285	['Isabel Allende']	2001-11-11	set(['Families', 'California--San Francisco', 'Chile', 'Young women', 'Manners and customs', 'Domestic fiction'])	[{'gender': 'Female', 'viaf': '61556825', 'name': 'Isabel Allende'}]	135049	14	1	PORTRAIT IN SEPIA	2001	1899	no genre	Female
38305	['Laurell K. Hamilton']	2015-06-28	set(['Missouri--Saint Louis', 'Blake, Anita (Fictitious character)', 'Vampires', 'Zombies', 'Women--Crimes against'])	[{'gender': 'Female', 'viaf': '39520379', 'name': 'Laurell K. Hamilton'}]	2484649704	7	1	DEAD ICE	2015	2015	no genre	Female
38312	['Joseph Finder']	2015-06-28	set(['Family secrets', 'Life change events', 'Fathers and sons'])	[{'gender': 'Male', 'viaf': '36971667', 'name': 'Joseph Finder'}]	2451687695	14	1	THE FIXER	2015	2015	no genre	Male
38321	['J. R. Ward']	2012-10-14	set(['Amnesiacs', 'Paranormal romance stories', 'Christian poetry, English--Early modern', 'Amnesia', 'Women journalists', 'Angels'])	[{'gender': 'Female', 'viaf': '158791569', 'name': 'J. R. Ward'}]	1112014848	10	1	RAPTURE	2012	2012	horror	Female
38322	['James Wesley Rawles']	2012-10-14	set(['Political fiction', 'Survival', 'Financial crises'])	[{'gender': 'Male', 'viaf': '41172116', 'name': 'James Wesley Rawles'}]	3859597990	11	1	FOUNDERS	2012	2012	no genre	Male
38336	['Joseph Kanon']	2012-06-17	set(['Intelligence officers', 'Betrayal', 'Turkey--Istanbul', 'Intelligence service', 'Americans--Foreign countries', 'Americans', 'Undercover operations', 'Cold War (1945-1989)'])	[{'gender': 'Male', 'viaf': '51834401', 'name': 'Joseph Kanon'}]	1110113262	13	1	ISTANBUL PASSAGE	2012	2012	no genre	Male
38340	['Nora Roberts']	2014-05-18	set(['Rich people', 'Man-woman relationships', 'Murder--Investigation', 'Antiques', 'Witnesses', 'Women authors', 'Theft', 'Artists'])	[{'gender': 'Female', 'viaf': '66448023', 'name': 'Nora Roberts'}]	3916721887	4	3	THE COLLECTOR	2014	2014	no genre	Female
38344	['Christopher Moore']	2014-05-18	set(['Merchants', 'Deception', 'Revenge', 'Legislators', 'Avarice', 'Attempted murder', 'Navies--Officers', 'Diplomatic relations', 'Italy--Venice'])	[{'gender': 'Male', 'viaf': '85622613', 'name': 'Christopher Moore'}]	1362627823	8	2	THE SERPENT OF VENICE	2014	2014	no genre	Male
38347	['Iris Johansen']	2014-05-18	set(['Kidnapping', 'China--Tibet Autonomous Region', 'Employees', 'United States. Central Intelligence Agency', 'Women intelligence officers', 'Women journalists'])	[{'gender': 'Female', 'viaf': '41851486', 'name': 'Iris Johansen'}]	1356292031	11	1	LIVE TO SEE TOMORROW	2014	2014	no genre	Female
38348	['Francine Rivers']	2014-05-18	set(['Actresses', 'Alienation (Philosophy)', 'Abandoned children', 'Conduct of life', 'Fame'])	[{'gender': 'Female', 'viaf': '84211496', 'name': 'Francine Rivers'}]	1379886746	12	1	BRIDGE TO HAVEN	2014	2014	no genre	Female
38363	['Phillip Margolin']	2000-09-17	set(['United States', 'Detective and mystery stories', 'Serial murders', 'Women lawyers', 'Oregon', 'Sale of organs, tissues, etc', 'Jaffe, Amanda (Fictitious character)', 'Serial murder investigation', 'Legal stories', 'Oregon--Portland'])	[{'gender': 'Male', 'viaf': '79106434', 'name': 'Phillip Margolin'}]	871416	14	1	WILD JUSTICE	2000	1976	legal	Male
38399	['Harlan Coben']	2011-05-01	set(['Scandals', 'Private investigators', 'Detective and mystery stories', 'Sports agents', 'New Jersey', 'Runaway husbands', 'Bolitar, Myron (Fictitious character)', 'Women tennis players', 'Rumor', 'Pregnant women'])	[{'gender': 'Male', 'viaf': '116846308', 'name': 'Harlan Coben'}]	591633	10	4	LIVE WIRE	2011	1469	no genre	Male
38400	['Diane Miller']	2011-05-01	set([])	[]		11	2	THE SECRET LIFE OF DAMIAN SPINELLI	2011	[]	needs label	NA
38403	['Kyung-Sook Shin']	2011-05-01	set([])	[]		14	1	PLEASE LOOK AFTER MOM	2011	[]	needs label	NA
38408	['Jackie Collins']	2010-02-28	set(['Rich people', 'California--Los Angeles', 'Murder', 'California--Beverly Hills', 'California', 'Female friendship', 'Upper class'])	[{'gender': 'Female', 'viaf': '100253982', 'name': 'Jackie Collins'}]	312342678	6	1	POOR LITTLE BITCH GIRL	2010	2009	no genre	Female
38409	['Adriana Trigiani']	2010-02-28	set(['Shoemakers', 'New York (State)--New York--Greenwich Village', 'Family secrets', 'New York (State)--New York', 'Family-owned business enterprises', 'Shoe stores', 'Italian American women', 'Italian American families', 'Businesswomen', 'Argentina--Buenos Aires'])	[{'gender': 'Female', 'viaf': '33051445', 'name': 'Adriana Trigiani'}]	352835440	7	1	BRAVA,  VALENTINE	2010	2009	no genre	Female
38410	['Sarah Blake']	2010-02-28	set(['Postmasters', 'Mail fraud', 'Massachusetts--Franklin', 'Bombardment of London (England : 1940-1941)', 'Radio broadcasting and war', 'Social aspects', 'England--London', 'World War (1939-1945)', 'Postal service--Employees', 'Bombardment of London (England : 1940-1945)'])	[{'gender': 'Female', 'viaf': '27974515', 'name': 'Sarah Blake'}]	288940161	8	1	THE POSTMISTRESS	2010	2010	no genre	Female
38411	['Alex Berenson']	2010-02-28	set(['Intelligence officers', 'United States. Central Intelligence Agency', 'Terrorists'])	[{'gender': 'Male', 'viaf': '120789869', 'name': 'Alex Berenson'}]	314537084	9	1	THE MIDNIGHT HOUSE	2010	2010	no genre	Male
38428	['Greg Iles']	2007-11-25	"set([""Physicians' spouses"", 'Mississippi', 'Family secrets', 'Family violence', 'Suspense fiction', 'Adultery', 'Physicians'])"	[{'gender': 'Male', 'viaf': '72241064', 'name': 'Greg Iles'}]	3943366316	13	1	THIRD DEGREE	2007	0920	no genre	Male
38430	['Janet Evanovich']	2008-02-10	"set(['New Jersey--Atlantic City', 'Mate selection', 'New Jersey', 'Plum, Stephanie (Fictitious character)', 'Women private investigators', 'Toymakers', ""Saint Patrick's Day"", 'New Jersey--Trenton', 'Bail bond agents', 'Psychics', ""Valentine's Day"", 'Women bounty hunters', 'Bounty hunters'])"	[{'gender': 'Female', 'viaf': '54180657', 'name': 'Janet Evanovich'}]	112883634	2	3	PLUM LUCKY	2008	2006	no genre	Female
38436	['Bernard Cornwell']	2008-02-10	set(['England', 'Vikings', 'Saxons', 'England--London', 'Great Britain', 'Historical fiction', 'Alfred, King of England, 849-899'])	[{'gender': 'Male', 'viaf': '76456606', 'name': 'Bernard Cornwell'}]	114131057	8	1	SWORD SONG	2008	2006	no genre	Male
38440	['Barbara Delinsky']	2008-02-10	set(['Family secrets', 'Traffic accidents', 'Teenage girls', 'Deception', 'Truthfulness and falsehood', 'Women physicians', 'Traffic accident victims', 'Mothers and daughters'])	[{'gender': 'Female', 'viaf': '84065060', 'name': 'Barbara Delinsky'}]	110217162	12	1	THE SECRET BETWEEN US	2008	2007	no genre	Female
38448	['Stuart Woods']	2016-06-26	set(['Private investigators', 'Man-woman relationships', 'Barrington, Stone (Fictitious character)', 'Stalking'])	[{'gender': 'Male', 'viaf': '108957653', 'name': 'Stuart Woods'}]	3895266874	7	1	DISHONORABLE INTENTIONS	2016	2016	no genre	Male
38449	['Dorothea Benton Frank']	2016-06-26	set(['South Carolina', 'Voyages and travels', 'Married people', 'Moving, Household', 'Rich people'])	[{'gender': 'Female', 'viaf': '44478919', 'name': 'Dorothea Benton Frank'}]	3902688720	8	2	ALL SUMMER LONG	2016	2016	no genre	Female
38453	['Terry McMillan']	2016-06-26	set(['African American optometrists', 'African American families', 'Moving, Household', 'Women optometrists', 'African American women', 'Self-actualization (Psychology)', 'African American women physicians'])	[{'gender': 'Female', 'viaf': '84546714', 'name': 'Terry McMillan'}]	2625492339	12	1	I ALMOST FORGOT ABOUT YOU	2016	2016	no genre	Female
38459	['Richard Paul Evans']	2011-04-24	set(['Walking', 'Life change events', 'Diaries', 'United States', 'Voyages and travels', 'Loss (Psychology)', 'Identity (Psychology)', 'Executives'])	[{'gender': 'Male', 'viaf': '165087647', 'name': 'Richard Paul Evans'}]	767993270	5	1	MILES TO GO	2011	2011	no genre	Male
38460	['J. R. Ward']	2011-04-24	set(['Paranormal romance stories', 'New York (State)', 'Vampires'])	[{'gender': 'Female', 'viaf': '158791569', 'name': 'J. R. Ward'}]	762078693	6	2	LOVER UNLEASHED	2011	2011	romance	Female
38461	['Diane Mott Davidson']	2011-04-24	set(['Arson investigation', 'Bear, Goldy (Fictitious character)', 'Colorado', 'Caterers and catering'])	[{'gender': 'Female', 'viaf': '192095393', 'name': 'Diane Mott Davidson'}]	654057045	7	1	CRUNCH TIME	2011	2011	no genre	Female
38467	['Jonathan Kellerman']	2011-04-24	set(['California--Los Angeles', 'Forensic psychologists', 'Delaware, Alex (Fictitious character)', 'Sturgis, Milo (Fictitious character)', 'Detective and mystery stories, American', 'Child psychologists', 'Police'])	[{'gender': 'Male', 'viaf': '2559502', 'name': 'Jonathan Kellerman'}]	793021890	13	2	MYSTERY	2011	2006	no genre	Male
38471	['Maya Angelou']	2006-01-08	"set(['Christmas poetry', 'Christmas poetry, American', 'American poetry', ""Children's poetry, American""])"	[{'gender': 'Female', 'viaf': '7386077', 'name': 'Maya Angelou'}]	793974685	5	3	AMAZING PEACE	2006	2005	no genre	Female
38472	['Patricia Cornwell']	2006-01-08	set(['Florida', 'Women pathologists', 'United States', 'Women physicians', 'Forensic pathologists', 'Scarpetta, Kay (Fictitious character)'])	[{'gender': 'Female', 'viaf': '36976332', 'name': 'Patricia Cornwell'}]	1121147	6	9	PREDATOR	2006	2003	no genre	Female
38473	['Dean Koontz']	2006-01-08	set(['Cooks', 'Psychological fiction', 'Deserts', 'California', 'Paranormal fiction', 'Fantasy fiction', 'Thomas, Odd (Fictitious character)', 'Suspense fiction', 'Young men', 'Missing persons', 'Mediums', 'Murderers', 'Horror tales'])	[{'gender': 'Male', 'viaf': '110880758', 'name': 'Dean Koontz'}]	9714041	7	4	FOREVER ODD	2006	1984	horror	Male
38474	['David Baldacci']	2006-01-08	set(['Washington (D.C.)', 'Murder', 'Conspiracies', 'Stone, Oliver (Fictitious character)', 'Political fiction', 'Secret societies', 'Nuclear warfare', 'United States', 'Camel Club (Imaginary organization)', 'Secret service'])	[{'gender': 'Male', 'viaf': '102339955', 'name': 'David Baldacci'}]	1074888100	8	9	THE CAMEL CLUB	2006	2003	no genre	Male
38476	['P. D. James']	2006-01-08	set(['Murder', 'England', 'Murder--Investigation', 'Lighthouse keepers', 'Police', 'Seaside resorts', 'World War (1939-1945)', 'Islands', 'Great Britain', 'Families', 'Irish American families', 'Dalgliesh, Adam (Fictitious character)', 'Massachusetts'])	[{'gender': 'Female', 'viaf': '36928322', 'name': 'P. D. James'}]	875513	10	5	THE LIGHTHOUSE	2006	2002	no genre	Female
38477	['Jan Karon']	2006-01-08	set(['Episcopalians', 'North Carolina', 'City and town life', 'Clergy', 'Kavanagh, Timothy (Fictitious character)', 'Mitford (N.C. : Imaginary place)', 'Domestic fiction', 'Church membership'])	[{'gender': 'Female', 'viaf': '32784235', 'name': 'Jan Karon'}]	9702096	11	7	LIGHT FROM HEAVEN	2006	2005	no genre	Female
38478	['Gregory Maguire']	2006-01-08	set(['Fantasy fiction', 'Oz (Imaginary place)', 'Witches', 'Maguire, Gregory', 'Baum, L. Frank (Lyman Frank), 1856-1919', 'Good and evil'])	[{'gender': 'Male', 'viaf': '267230610', 'name': 'Gregory Maguire'}]	137958160	12	13	SON OF A WITCH	2006	2005	no genre	Male
38479	['Mitch Albom']	2006-01-08	set(['Amusement rides', 'Death', 'Psychological fiction', 'Older men', 'Heaven', 'Future life', 'Amusement parks', 'Accident victims'])	[{'gender': 'Male', 'viaf': '97615503', 'name': 'Mitch Albom'}]	582870	13	100	THE FIVE PEOPLE YOU MEET IN HEAVEN	2006	2003	no genre	Male
38480	['Danielle Steel']	2006-01-08	set(['Man-woman relationships', 'Romance fiction', 'Male friendship', 'Mediterranean Region', 'Bachelors', 'Vacations', 'New York (State)--New York'])	[{'gender': 'Female', 'viaf': '100238676', 'name': 'Danielle Steel'}]	879348	14	7	TOXIC BACHELORS	2006	2005	no genre	Female
38487	['Barbara Delinsky']	2004-05-23	set(['Psychological fiction', 'Boating accidents', 'Survival', 'Lobster fisheries', 'Shipwreck survival', 'Accident victims', 'Maine', 'Lobster fishers'])	[{'gender': 'Female', 'viaf': '84065060', 'name': 'Barbara Delinsky'}]	741673	8	1	THE SUMMER I DARED	2004	2004	no genre	Female
38490	['Amanda Quick']	2004-05-23	set(['England--London', 'Alchemists', 'False personation', 'Great Britain', 'Nobility'])	[{'gender': 'Female', 'viaf': '106085381', 'name': 'Amanda Quick'}]	691353	11	1	THE PAID COMPANION	2004	2004	no genre	Female
38496	['Mary Kay Andrews']	2013-06-23	set(['Peer counseling', 'Divorced women', 'Revenge', 'Divorce therapy', 'Female friendship', 'Friendship'])	[{'gender': 'Female', 'viaf': '51030075', 'name': 'Mary Kay Andrews'}]	1169512524	5	1	LADIES' NIGHT	2013	2013	no genre	Female
38504	['Colum McCann']	2013-06-23	set(['Mitchell, George J. (George John), 1933-', 'Newfoundland and Labrador', 'Douglass, Frederick, 1818-1895', 'Household employees', 'Transatlantic voyages', 'Liberty', 'Air pilots', 'Brown, Arthur Whitten, Sir, 1886-1948', 'Ireland', 'Northern Ireland', 'Air travel', 'Alcock, John, Sir, 1892-1919', 'Women'])	[{'gender': 'Male', 'viaf': '98559644', 'name': 'Colum McCann'}]	1173801302	13	1	TRANSATLANTIC	2013	2013	no genre	Male
38511	['Suzanne Brockmann']	2008-08-10	set(['Neo-Nazism', 'Undercover operations', 'United States. Navy. SEALs', 'Murder'])	[{'gender': 'Female', 'viaf': '47587078', 'name': 'Suzanne Brockmann'}]	198818682	7	1	INTO THE FIRE	2008	2008	no genre	Female
38525	['Haruki Murakami']	2015-08-23	set(['Murakami, Haruki, 1949-', 'Nineteen sixties', 'Loneliness', 'Japan', 'Bildungsromans', 'College students', 'Japanese fiction', 'Young men', 'Pinball machines'])	[{'gender': 'Male', 'viaf': '108238901', 'name': 'Haruki Murakami'}]	2517507689	8	1	WIND/PINBALL	2015	2015	no genre	Male
38527	['Sherrilyn Kenyon']	2015-08-23	set(['Good and evil', 'Dragons', 'Revenge', 'Louisiana--New Orleans'])	[{'gender': 'Female', 'viaf': '47823214', 'name': 'Sherrilyn Kenyon'}]	2504959455	10	1	DRAGONBANE	2015	2015	no genre	Female
38528	['Alice Hoffman']	2015-08-23	set(['Scandals', 'Man-woman relationships', 'Families', 'United States Virgin Islands--Saint Thomas (Island)', 'Jewish families', 'Pissarro, Camille, 1830-1903', 'Historical fiction', 'Romance fiction', 'Widows'])	[{'gender': 'Female', 'viaf': '85550312', 'name': 'Alice Hoffman'}]	2219524374	11	1	THE MARRIAGE OF OPPOSITES	2015	2015	historical	Female
38530	['W. E. B. Griffin', 'William E. Butterworth IV']	2015-08-23	set(['Murder--Investigation', 'Police', 'Pennsylvania--Philadelphia', 'Payne, Matt (Fictitious character)'])	[{'gender': '', 'viaf': '', 'name': 'W. E. B. Griffin'}, {'gender': '', 'viaf': '', 'name': 'William E. Butterworth IV'}]	1854049386	13	1	DEADLY ASSETS	2015	2014	no genre	NA
38542	['Plum Sykes']	2006-05-14	set(['Divorced women', 'Married women', 'New York (State)--New York', 'New York (State)--New York--Manhattan', 'British', 'Young women'])	[{'gender': 'Female', 'viaf': '32253478', 'name': 'Plum Sykes'}]	47559339	13	2	THE DEBUTANTE DIVORCÉE	2006	2006	no genre	Female
38543	['Karen Robards']	2006-05-14	set(['Missing persons--Investigation', 'Private investigators', 'Missing children', 'Women lawyers', 'Public prosecutors', 'South Carolina'])	[{'gender': 'Female', 'viaf': '84513700', 'name': 'Karen Robards'}]	47072935	14	1	VANISHED	2006	2006	no genre	Female
38547	['Thomas Pynchon']	2009-08-23	set(['Private investigators', 'Noir fiction', 'Nineteen sixties', 'California--Los Angeles', 'California', 'Billionaires', 'Criminal investigation'])	[{'gender': 'Male', 'viaf': '88986700', 'name': 'Thomas Pynchon'}]	159584481	5	1	INHERENT VICE	2009	2009	no genre	Male
38549	['W.E.B. Griffin', 'William E. Butterworth IV']	2009-08-23	set(['North America--Mexican-American Border Region', 'Police', 'Pennsylvania--Philadelphia', 'Payne, Matt (Fictitious character)', 'Gangs'])	[{'gender': 'Male', 'viaf': '305233686', 'name': 'W.E.B. Griffin'}, {'gender': 'Male', 'viaf': '23613502', 'name': 'William E. Butterworth IV'}]	156180631	7	1	THE TRAFFICKERS	2009	2009	no genre	Male
38550	['Daniel Silva']	2009-08-23	set(['Art restorers', 'Allon, Gabriel (Fictitious character)', 'Intelligence officers', 'Terrorism--Prevention', 'Secret service', 'Suspense fiction'])	[{'gender': 'Male', 'viaf': '101089301', 'name': 'Daniel Silva'}]	159584490	8	3	THE DEFECTOR	2009	2009	no genre	Male
38553	['Christopher Reich']	2009-08-23	set(['Physicians', 'Spouses', 'Conspiracies', u'M\xe9decins sans fronti\xe8res (Association)', 'Ransom, Emma (Fictitious character)', 'Missing persons', 'Ransom, Jonathan (Fictitious character)', 'Spy stories'])	[{'gender': 'Male', 'viaf': '85937067', 'name': 'Christopher Reich'}]	3999355647	11	1	RULES OF VENGEANCE	2009	2009	no genre	Male
38554	['Sophie Kinsella']	2009-08-23	set(['Young women', 'Treasure troves', 'Ghost stories', 'Spirits'])	[{'gender': 'Female', 'viaf': '19665045', 'name': 'Sophie Kinsella'}]	178440956	12	3	TWENTIES GIRL	2009	1467	no genre	Female
38566	['Christine Feehan']	2015-09-20	set(['Vampires', 'Romance-language fiction'])	[{'gender': 'Female', 'viaf': '42889047', 'name': 'Christine Feehan'}]	2495160513	11	1	DARK GHOST	2015	2015	no genre	Female
38575	['Jayne Ann Krentz']	2001-02-11	set(['Art consultants', 'Art galleries, Commercial', 'Family-owned business enterprises'])	[{'gender': 'Female', 'viaf': '100961277', 'name': 'Jayne Ann Krentz'}]	45139	7	2	LOST AND FOUND	2001	2000	no genre	Female
38583	['Stephen King']	2004-10-31	set(['Fantasy comic books, strips, etc', 'Fantasy fiction, American', 'Graphic novels', 'Fiction', 'Magical thinking', 'Fantasy fiction', 'New York (State)--New York', 'American fiction', 'Heroes', 'Maine', 'Roland (Fictitious character : King)', 'Good and evil'])	[{'gender': 'Male', 'viaf': '97113511', 'name': 'Stephen King'}]	153271088	2	4	THE DARK TOWER	2004	1988	fsf	Male
38585	['Philip Roth']	2004-10-31	set(['Jews', 'Presidents--Election', 'Presidents', 'Novelists', 'United States', 'Jewish families', 'Lindbergh, Charles A. (Charles Augustus), 1902-1974', 'Teacher-student relationships', 'New Jersey--Newark', 'Self-actualization (Psychology)', 'Antisemitism'])	[{'gender': 'Male', 'viaf': '100235370', 'name': 'Philip Roth'}]	364160	4	4	THE PLOT AGAINST AMERICA	2004	1942	no genre	Male
38586	['Patricia Cornwell']	2004-10-31	set(['Detective and mystery stories', 'Medical examiners (Law)', 'Virginia', 'Women pathologists', 'Women physicians', 'Forensic pathologists', 'Spanish fiction', 'Teenage girls--Crimes against', 'Scarpetta, Kay (Fictitious character)'])	[{'gender': 'Female', 'viaf': '36976332', 'name': 'Patricia Cornwell'}]	34126	5	6	TRACE	2004	1984	no genre	Female
38588	['Nora Roberts']	2004-10-31	set(['Man-woman relationships', 'New Hampshire', 'Christmas stories, American', 'Music teachers', 'Twins', 'Maryland', 'Romance fiction, American', 'Pregnant women'])	[{'gender': 'Female', 'viaf': '66448023', 'name': 'Nora Roberts'}]	2908521766	7	2	THE GIFT	2004	2004	no genre	Female
