This	September 23, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	23
""			
2	FROM HERE TO ETERNITY, by James Jones.	2	29
""			
3	THE CRUEL SEA, by Nicholas Monsarrat.	3	6
""			
4	THE CATCHER IN THE RYE, by J.D. Salinger.	4	9
""			
5	RETURN TO PARADISE, by James A. Michener.	6	21
""			
6	THE IRON MISTRESS, by Paul I. Wellman.	5	7
""			
7	MR.SMITH, by Louis Bromfield.	8	3
""			
8	A WOMAN CALLED FANCY, by Frank Yerby.	7	18
""			
9	THE HIGH CALLING, by James Street.	10	13
""			
10	LUCY CARMICHAEL, by Margaret Kennedy.	9	5
""			
11	THE TROUBLED AIR, by Irwin Shaw.	11	14
""			
12	PROUD NEW FLAGS, by F. Van Wyck Mason.	13	21
""			
13	THE ROAD TO BITHYNIA, by Frank G. Slaughter.	16	2
""			
14	MOONFLEET, by John Meade Falkner.	15	2
""			
15	THE FOUNDLING, by Francis Cardinal Spellman.	12	16
""			
16	APRIL SNOW, by Lillian Budd.	--	14
This	September 23, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	10
""			
2	KON-TIKI, by Thor Heyerdahl.	2	54
""			
3	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.	3	28
""			
4	WHITE MAN RETURNS, by Agnes Newton Keith.	5	5
""			
5	A SOLDIER'S STORY, by Omar Nelson Bradley.	6	13
""			
6	CRIME IN AMERICA, by Estes Kefauver.	4	9
""			
7	A KING'S STORY, by Edward Windsor, Duke of Windsor.	7	22
""			
8	FIGHT AGAINST FEARS, by Lucy Freeman.	10	9
""			
9	HIS EYE IS ON THE SPARROW, by Ethel Waters and Charles Samuels.	8	27
""			
10	DIZZY, by Hesketh Pearson.	9	3
""			
11	MY MISSION IN ISRAEL, by James G. McDonald.	--	1
""			
12	THE NEW JOY OF COOKING, by Irma S. Rombauer and Marion Rombauer	12	8
""	Becker.		
""			
13	A FEW BUTTONS MISSING, by James T. Fisher and Lowell S. Hawley.	--	1
""			
14	BETTER HOMES AND GARDENS GARDEN BOOK, by Fleeta Brownell	11	23
""	Woodroffe.		
""			
15	COMMUNISM, DEMOCRACY, AND CATHOLIC POWER, by Paul Blanshard.	13	16
""			
16	LIFEMANSHIP, by Stephen Potter.	16	8
