This	March 8, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	1	24
""			
2	EXODUS, by Leon Uris. (Doubleday.)	3	22
""			
3	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	2	28
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
4		4	20
""	and Company.)		
""			
5	FROM THE TERRACE, by John O'Hara. (Random House.)	5	14
""			
6	MRS. ARRIS GOES TO PARIS, by Paul Gallico. (Doubleday and Company, Inc.)	7	11
""			
7	LADY L., by Romain Gary. (Simon and Schuster.)	6	7
""			
""	AROUND THE WORLD WITH AUNTIE MAME, by Patrick Dennis. (Harcourt,		
8		8	28
""	Brace and Company.)		
""			
9	THE DEVIL IN BUCKS COUNTY, by Edmund Schiddel. (Simon and Schuster.)	16	3
""			
10	MRS. BRIDGE, by Evan Connell. (Viking Books.)	9	5
""			
11	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	10	59
""			
12	ELEPHANT HILL, by Robin White. (Harper and Brothers.)	11	7
""			
13	NINE COACHES WAITING, by Mary Stewart. (M.S. Mill/William Morrow.)	13	2
""			
14	THE POORHOUSE FAIR, by John Updike. (Alfred A. Knopf.)	--	2
""			
15	VICTORINE, by Frances Parkinson Keyes. (Julian Messner, Inc.)	14	17
""			
16	BREAKFAST AT TIFFANY'S, by Truman Capote. (Random House.)	15	10
This	March 8, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	1	32
""			
2	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	2	11
""			
3	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	7	4
""			
""	THE COMING OF THE NEW DEAL, by Arthur Meier Schlesinger Jr. (Houghton		
4		6	7
""	Mifflin Company.)		
""			
5	NAUTILUS 90 NORTH, by William R. Anderson. (World Publishing Company.)	5	8
""			
""	WEDEMEYER REPORTS!, by General Albert C. Wedemeyer. (Henry Holt and		
6		3	14
""	Co.)		
""			
7	AKU-AKU, by Thor Heyerdahl. (Rand McNally and Company.)	4	25
""			
8	"BAA BAA BLACK SHEEP, by Gregory ""Pappy"" Boyington. (Wilson Press.)"	8	30
""			
""	WHAT WE MUST KNOW ABOUT COMMUNISM, by Harry and Bonaro		
9		12	4
""	Overstreet. (W.W. Norton and Co, Inc.)		
""			
10	THE AMERICAN HIGH SCHOOL TODAY, by James B. Conant. (McGraw-Hill.)	14	2
""			
11	BELOVED INFIDEL, by Sheilah Graham and Gerold Frank. (Simon and Schuster.)	--	2
""			
""	THE MEMOIRS OF FIELD-MARSHALL MONTGOMERY, by Field Marshall		
12		13	18
""	Montgomery. (World Publishing Co.)		
""			
13	MY STORY, by Mary Astor. (Doubleday and Company.)	10	5
""			
14	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	15	67
""			
15	THE PROUD POSSESSORS, by Aline B. Saarinen. (Random House.)	9	15
""			
16	MAIN STREET, U.S.S.R., by Irving R. Levine. (Doubleday.)	11	3
