This	July 21, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	43
""			
2	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	2	21
""			
3	COMPULSION, by Meyer Levin. (Simon and Schuster.)	3	36
""			
4	SILVER SPOON, by Edwin Gilbert. (Lippencott.)	4	9
""			
5	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	6	22
""			
6	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	5	25
""			
7	LIFE AT HAPPY KNOLL, by John P. Marquand. (Little, Brown, and Co.)	8	3
""			
8	THE SHORT REIGN OF PIPPIN IV, by John Steinbeck. (Viking.)	7	12
""			
9	THE TOWN, by William Faulkner. (Random House.)	9	10
""			
10	THE LADY, by Conrad Richter. (Alfred A. Knopf.)	11	6
""			
11	THE DURABLE FIRE, by Howard Swiggett. (Houghton Mifflin Co.)	10	3
""			
12	THE WONDERFUL O., by James Thurber. (Simon and Schuster.)	12	6
""			
13	THE TOWERS OF TREBIZOND, by Rose Macaulay. (Farrar, Straus and Cudahy.)	--	9
""			
14	A HOUSEFUL OF LOVE, by Marjorie Housepian. (Random House.)	--	1
""			
15	FAR, FAR THE MOUNTAIN PEAK, by John Masters. (Viking Books.)	15	10
""			
16	THE FLOWER DRUM SONG, by C.Y. Lee. (Farrar, Straus and Cudahy.)	16	3
This	July 21, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	1	9
""			
2	THE INNOCENT AMBASSADORS, by Philip Wylie. (Rinehart and Company.)	2	10
""			
3	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	4	8
""			
4	THE TURN OF THE TIDE, by Arthur Bryant. (Doubleday and Co. Inc.)	3	8
""			
5	THE FBI STORY, by Don Whitehead. (Random House.)	5	32
""			
6	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	6	16
""			
7	DAY OF INFAMY, by Walter Lord. (Henry Holt and Company.)	7	15
""			
8	SILVER PLATTER, by Ellin Berlin. (Doubleday.)	10	7
""			
9	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	8	43
""			
10	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	9	76
""			
11	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	14	24
""			
12	TAKE MY LIFE, by Eddie Cantor. (Doubleday.)	13	5
""			
""	RASCALS IN PARADISE, by James A. Michener and Grove Day. (Random		
13		12	3
""	House.)		
""			
14	FAITH ON THE MARCH, by A.H. Macmillan. (Prentice-Hall, Inc.)	11	8
""			
""	THEY FOUGHT FOR THE SKY, by Quentin Reynolds. (Holt, Rinehart and		
15		16	3
""	Winston.)		
""			
""	THE THREE LIVES OF HARRIET HUBBARD AYER, by Isabella Taves and		
16		--	1
""	Margaret Hubbard Ayer. (J. B. Lippincott.)		
