This	May 6, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	1	11
""			
2	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	2	22
""			
3	IMPERIAL WOMAN, by Pearl S. Buck. (John Day Company.)	5	4
""			
4	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	7	60
""			
5	LUCY CROWN, by Irwin Shaw. (Random House.)	6	5
""			
6	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	3	27
""			
7	THE QUIET AMERICAN, by Graham Greene. (Viking Press.)	4	7
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
8		9	41
""	Schuster.)		
""			
9	ISLAND IN THE SUN, by Alec Waugh. (Farrar Straus and Giroux.)	8	16
""			
10	CASH McCALL, by Cameron Hawley. (Houghton and Mifflin.)	12	24
""			
11	HARRY OF MONMOUTH, by A.M. Maughan. (William Sloane.)	13	4
""			
12	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	11	34
""			
13	H.M.S. ULYSSES, by Alistair MacLean. (Collins Clear-Type Press.)	10	15
""			
14	BELOVED, by Viña Delmar. (Harcourt, Brace and Company.)	14	3
""			
15	THE ABODE OF LOVE, by Aubrey Menen. (Charles Scribner's Sons.)	--	1
""			
16	BOON ISLAND, by Kenneth Roberts. (Doubleday and Company.)	15	16
This	May 6, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
""	THE SEARCH FOR BRIDEY MURPHY, by Morey Bernstein. (Doubleday and		
1		1	16
""	Company.)		
""			
2	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	2	59
""			
3	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	3	22
""			
4	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	4	12
""			
5	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	5	16
""			
6	ELOISE, by Kay Thompson and Hilary Knight. (Simon and Schuster.)	7	12
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
7		6	26
""	Press.)		
""			
8	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	8	59
""			
9	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	15	4
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
10		10	183
""	Inc.)		
""			
11	THE BIRTH OF BRITAIN, by Winston S. Churchill. (Dodd, Mead.)	12	2
""			
12	BAY WINDOW BOHEMIA, by Oscar Lewis. (Doubleday.)	--	1
""			
13	THE SECRET OF THE HITTITES, by C.W. Ceram. (Alfred A Knopf.)	11	15
""			
14	THE DEAD SEA SCROLLS, by Millar Burrows. (Viking Press.)	--	3
""			
15	MEMOIRS, Vol. II, by Harry S. Truman. (Doubleday and Co.)	13	8
""			
16	DOCTOR KATE, by Adele Comandini. (Rinehart and Company.)	14	4
