This	January 9, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
""	THE VIEW FROM POMPEY'S HEAD, by Hamilton Basso. (Doubleday and Co.,		
1		1	10
""	Inc.)		
""			
2	LOVE IS ETERNAL, by Irving Stone. (Doubleday.)	2	19
""			
3	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	3	12
""			
4	KATHERINE, by Anya Seton. (Houghton Mifflin.)	4	13
""			
5	SOLDIER OF FORTUNE, by Ernest Kellogg Gann. (W. Sloane Associates.)	5	12
""			
6	MY BROTHER'S KEEPER, by Marcia Davenport. (Scribner.)	7	9
""			
7	NOT AS A STRANGER, by Morton Thompson. (Charles Scribner's Sons.)	6	51
""			
""	GOOD MORNING, MISS DOVE, by Frances Gray Patton. (Curtis Publishing		
8		8	7
""	Company.)		
""			
9	BENTON'S ROW, by Frank Yerby. (Dial Press.)	9	4
""			
10	HADRIAN'S MEMOIRS, by Marguerite Yourcenar. (Farrar, Straus and Young.)	12	5
""			
11	MARY ANNE, by Daphne du Maurier. (Doubleday and Company.)	10	30
""			
12	BLUE HURRICANE, by F. Van Wyck Mason. (Lippincott.)	11	8
""			
13	THE FALL OF A TITAN, by Igor Gouzenko. (W.W. Norton and Co.)	15	22
""			
14	THE BULLS OF PARRAL, by Marguerite Steen. (Doubleday and Company, Inc.)	13	4
""			
15	LORD GRIZZLY, by Frederick Manfred. (McGraw-Hill Book Company.)	--	4
""			
16	THE DOLLMAKER, by Harriette Arnow. (Macmillan Company.)	--	31
This	January 9, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
1		1	114
""	Inc.)		
""			
2	THE TUMULT AND THE SHOUTING, by Grantland Rice. (A. S. Barnes and Co.)	2	8
""			
3	ABRAHAM LINCOLN, by Carl Sandburg. ( Harcourt, Brace.)	3	13
""			
""	THE SATURDAY EVENING POST TREASURY, by Roger Butterfield. (Simon and		
4		4	8
""	Schuster.)		
""			
5	I'LL CRY TOMORROW, by Lillian Roth. (Frederick Fell, Inc.)	5	31
""			
6	MY SEVERAL WORLDS, by Pearl S. Buck. (John Day Company.)	6	7
""			
7	THE PRAYERS OF PETER MARSHALL, by Catherine Marshall. (McGraw-Hill.)	7	7
""			
""	R.S.V.P. ELSA MAXWELL'S OWN STORY, by Elsa Maxwell. (Little, Brown and		
8		8	9
""	Co.)		
""			
9	MELBOURNE, by David Cecil. (Grosset and Dunlap.)	9	14
""			
10	TREADMILL TO OBLIVION, by Fred Allen. (Little, Brown and Co.)	11	3
""			
""	AN ENCYCLOPEDIA OF MODERN AMERICAN HUMOR, by Bennett Cerf.		
11		13	4
""	(Doubleday and Co.)		
""			
12	THE WHITE GATE, by Mary Ellen Chase. (W. W. Norton and Co.)	10	3
""			
13	AN ALMANAC OF LIBERTY, by William O. Douglas. (Doubleday and Co.)	14	4
""			
14	THE BOOK OF THE SEA, by A.C. Spectorsky. (Appleton-Century-Crofts.)	--	1
""			
15	CALL TO GREATNESS, by Adlai E. Stevenson. (Harper and Brothers Publishers.)	15	18
""			
16	SONG OF THE SKY, by Guy Murchie. (Houghton Mifflin.)	12	2
