This	June 10, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	1	16
""			
2	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	3	32
""			
3	IMPERIAL WOMAN, by Pearl S. Buck. (John Day Company.)	2	9
""			
4	LUCY CROWN, by Irwin Shaw. (Random House.)	4	10
""			
5	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	5	65
""			
6	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	6	27
""			
7	COMFORT ME WITH APPLES, by Peter De Vries. (Little, Brown and Company.)	8	4
""			
8	THE QUIET AMERICAN, by Graham Greene. (Viking Press.)	7	12
""			
9	A THING OF BEAUTY, by A.J. Cronin. (Little, Brown.)	--	1
""			
10	THE CROSS OF IRON, by Willi Heinrich. (Bobbs-Merrill.)	9	3
""			
11	REMEMBER THE HOUSE, by Santha Rama Rau. (Harper.)	15	5
""			
12	A WALK ON THE WILD SIDE, by Nelson Algren. (Farrar, Straus and Cudahy.)	--	1
""			
13	THE MANDARINS, by Simone de Beauvoir. (World Publishing Co.)	--	1
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
14		12	46
""	Schuster.)		
""			
15	HARRY OF MONMOUTH, by A.M. Maughan. (William Sloane.)	13	9
""			
16	BELOVED, by Viña Delmar. (Harcourt, Brace and Company.)	14	6
This	June 10, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE BIRTH OF BRITAIN, by Winston S. Churchill. (Dodd, Mead.)	1	7
""			
2	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	3	9
""			
""	THE SEARCH FOR BRIDEY MURPHY, by Morey Bernstein. (Doubleday and		
3		2	21
""	Company.)		
""			
4	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	4	64
""			
5	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	5	17
""			
6	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	6	21
""			
7	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	7	27
""			
8	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	8	64
""			
9	ELOISE, by Kay Thompson and Hilary Knight. (Simon and Schuster.)	9	17
""			
10	YOUTH, by Frances Ilg, Arnold Gesell and Louise Ames. (Harper and Row.)	15	2
""			
11	GUESTWARD HO!, by Patrick Dennis and Barbara Hooton. (Vanguard Press.)	--	1
""			
12	GRAY FOX, by Burke Davis. (Rinehart.)	13	4
""			
13	OLYMPIO, by Andre Maurois. (Harper and Brothers.)	10	3
""			
14	MINORITY REPORT, by H.L. Mencken. (Alfred A. Knopf.)	--	1
""			
15	BAY WINDOW BOHEMIA, by Oscar Lewis. (Doubleday.)	12	6
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
16		11	31
""	Press.)		
