This	November 2, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	1	10
""			
""	AROUND THE WORLD WITH AUNTIE MAME, by Patrick Dennis. (Harcourt,		
2		2	10
""	Brace and Company.)		
""			
3	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	3	6
""			
""	WOMEN AND THOMAS HARROW, by John P. Marquand. (Little, Brown and		
4		5	4
""	Company.)		
""			
5	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	4	41
""			
6	THE BEST OF EVERYTHING, by Rona Jaffe. (Simon and Schuster.)	6	7
""			
7	THE ENEMY CAMP, by Jerome Weidman. (Random House.)	7	18
""			
8	EXODUS, by Leon Uris. (Doubleday.)	10	4
""			
9	ANGELIQUE, by Sergeanne Golon. (J.B. Lippincott.)	9	4
""			
10	THE KING MUST DIE, by Mary Renault. (Pantheon.)	8	15
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
11		15	2
""	and Company.)		
""			
12	THE BRAMBLE BUSH, by Charles Mergendahl. (Putnam.)	12	7
""			
13	THE IMAGE MAKERS, by Bernard Dryer. (Harper and Brothers.)	14	18
""			
14	THE LAW, by Roger Vailland. (Alfred A.Knopf.)	11	3
""			
15	THE DAY ON FIRE, by James Ramsey Ullman. (World Publishing Co.)	--	3
""			
""	THE ONCE AND FUTURE KING, by Terence Hanbury White. (G.P. Putnam's		
16		--	7
""	Sons.)		
This	November 2, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	2	14
""			
2	AKU-AKU, by Thor Heyerdahl. (Rand McNally and Company.)	1	7
""			
3	"BAA BAA BLACK SHEEP, by Gregory ""Pappy"" Boyington. (Wilson Press.)"	3	12
""			
4	INSIDE RUSSIA TODAY, by John Gunther. (Harper and Brothers.)	4	28
""			
5	ON MY OWN, by Eleanor Roosevelt. (Harper and Brothers.)	6	5
""			
""	THE AFFLUENT SOCIETY, by John Kenneth Galbraith. (Houghton Mifflin		
6		5	20
""	Company.)		
""			
7	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	7	50
""			
8	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	8	47
""			
9	THE INSOLENT CHARIOTS, by John Keats. (J.B. Lippincott Company.)	10	3
""			
10	ABANDON SHIP!, by Richard F. Newcomb. (Henry Holt and Company.)	12	4
""			
""	EISENHOWER: CAPTIVE HERO, by Marquis William Childs. (Harcourt, Brace		
11		11	9
""	and Company.)		
""			
""	THE NEW TESTAMENT IN MODERN ENGLISH, by J.B. Phillips. (MacMillan		
12		9	4
""	Company.)		
""			
""	WAR AND PEACE IN THE SPACE AGE, by James M. Gavin. (Harper and		
13		13	10
""	Brothers.)		
""			
""	THE MEMOIRS OF FIELD-MARSHALL MONTGOMERY, by Field Marshall		
14		--	1
""	Montgomery. (World Publishing Co.)		
""			
15	THE GREAT CHICAGO FIRE, by Robert Cromie. (McGraw-Hill.)	--	1
""			
16	THE RUSSIAN REVOLUTION, by Alan Moorehead. (Harper and Brothers.)	16	8
