This	August 6, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CARDINAL, by Henry Morton Robinson.	1	18
""			
2	WORLD AND ENOUGH TIME, by Robert Penn Warren.	2	5
""			
3	THE WALL, by John Hersey.	3	22
""			
4	JUBILEE TRAIL, by Gwen Bristow.	4	24
""			
5	THE LEGACY, by Nevil Shute.	5	6
""			
6	HOMEWARD BORNE, by Ruth Chatterton.	6	11
""			
7	STAR MONEY, by Kathleen Winsor.	7	15
""			
8	TOO LITTLE LOVE, by Robert Henriques.	8	6
""			
9	THE EGYPTIAN, by Mika Waltari.	9	48
""			
10	THE CIRCLE OF THE DAY, by Helen Huntington Howe.	11	8
""			
11	THE STUBBORN HEART, by Frank G. Slaughter.	10	7
""			
12	THE PLYMOUTH ADVENTURE, by Ernest Gebler.	14	12
""			
13	SLEEP TILL NOON, by Max Shulman.	12	15
""			
14	WAIT FOR TOMORROW, by Robert Wilder.	13	17
""			
15	HIGH VALLEY, by Charmian Clift And George Johnston.	16	7
""			
16	SUNRISE TO SUNSET, by Samuel Hopkins Adams.	--	1
This	August 6, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ROOSEVELT IN RETROSPECT, by John Gunther.	1	8
""			
2	WORDS IN COLLISION, by Immanuel Velikovsky.	2	17
""			
3	COURTROOM, by Quentin Reynolds.	3	8
""			
4	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	4	17
""			
5	THE MATURE MIND, by Harry Allen Overstreet.	6	50
""			
6	JOHN ADAMS AND THE AMERICAN REVOLUTION, by Catherine Drinker	5	5
""	Bowen.		
""			
7	DIANETICS, by L. Ron Hubbard.	7	8
""			
8	THE LITTLE PRINCESSES, by Marion Crawford.	16	2
""			
9	THE GRAND ALLIANCE, by Winston S. Churchill.	8	13
""			
10	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	9	21
""			
11	SEEDS OF TREASON, by Ralph de Toledano and Victor Lasky.	10	16
""			
12	THE MARX BROTHERS, by Kyle Samuel Crichton.	--	2
""			
13	THE COCKTAIL PARTY, by T.S. Eliot.	11	20
""			
14	THE PEABODY SISTERS OF SALEM, by Louise Hall Tharp.	--	24
""			
15	ELEANOR OF AQUITIANE AND THE FOUR KINGS, by Amy Kelly.	13	6
""			
16	ESCAPE TO ADVENTURE, by Fitzroy MacLean.	--	4
