This	March 3, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	23
""			
2	COMPULSION, by Meyer Levin. (Simon and Schuster.)	2	16
""			
3	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	4	7
""			
4	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	7	5
""			
5	THE FOUNTAIN OVERFLOWS, by Rebecca West. (Viking Press.)	3	11
""			
6	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	5	33
""			
""	THE TRIBE THAT LOST ITS HEAD, by Nicholas Monsarrat. (William Sloane		
7		6	17
""	Associates.)		
""			
8	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	12	2
""			
9	STOPOVER: TOKYO, by John P. Marquand. (Little, Brown and Co.)	8	4
""			
10	TWILIGHT FOR THE GODS, by Ernest Gann. (William Sloane Associates.)	11	4
""			
11	THE ETRUSCAN, by Mika Waltari. ( G. P. Putnam's Sons.)	9	7
""			
12	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	10	103
""			
13	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	--	1
""			
14	TOWER IN THE WEST, by Frank Norris. (Harper and Brothers.)	13	6
""			
15	A LEGACY, by Sybille Bedford. (Simon and Schuster.)	--	1
""			
16	THE LAST OF THE WINE, by Mary Renault. (Pantheon Books, Inc.)	16	9
This	March 3, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE FBI STORY, by Don Whitehead. (Random House.)	1	12
""			
2	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	2	23
""			
3	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	3	16
""			
4	MUCH ADO ABOUT ME, by Fred Allen. (Little, Brown and Co.)	4	13
""			
5	MEN TO MATCH MY MOUNTAINS, by Irving Stone. (Doubleday.)	5	20
""			
6	CITADEL, by William Smith White. (Harper and Brothers.)	6	5
""			
7	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	7	59
""			
8	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	12	4
""			
9	THE ROAD TO MILTOWN, by S.J. Perelman. (Simon and Schuster.)	9	4
""			
10	THE LAST PARALLEL, by Martin Russ. (Rinehart and Company.)	8	5
""			
11	INVESTORS' ROAD MAP, by Alice B. Morgan. (Simon and Schuster.)	13	4
""			
12	THE BIBLE AS HISTORY, by Werner Keller. (William Morrow and Company.)	11	13
""			
13	THE NEW WORLD, by Winston S. Churchill. (Dodd, Mead and Company.)	10	14
""			
14	THE LIFE OF THE PARTY, by Bennett Cerf. (Hanover House.)	15	13
""			
15	THE OUTSIDER, by Colin Wilson. (Houghton Mifflin Company.)	14	20
""			
""	THE CRACK IN THE PICTURE WINDOW, by John Keats. (Houghton Mifflin		
16		--	1
""	Company.)		
