This	June 1, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	59
""			
2	MY COUSIN RACHEL, by Daphne du Maurier.	2	16
""			
3	THE GOWN OF GLORY, by Agnes Sligh Turnbull.	3	9
""			
4	THE SARACEN BLADE, by Frank Yerby.	4	6
""			
5	THE CRUEL SEA, by Nicholas Monsarrat.	5	42
""			
6	THE HOUSES IN BETWEEN, by Howard Spring.	6	3
""			
7	THE DEVIL'S ADVOCATE, by Taylor Caldwell.	11	3
""			
8	THE SWIMMING POOL, by Mary Roberts Rinehart.	8	17
""			
9	THE GOLDEN HAND, by Edith Simon.	10	3
""			
10	INVISIBLE MAN, by Ralph Ellison.	--	4
""			
11	S P Q R, by Paul Hyde Bonner.	7	8
""			
12	LIEUTENANT HORNBLOWER, by C.S. Forester.	12	7
""			
13	EAST SIDE GENERAL, by Frank G. Slaughter.	--	2
""			
14	THE SON OF ADAM WYNGATE, by Mary O'Hara.	9	6
""			
15	DOTING, by Henry Green.	--	1
""			
16	A STONE FOR DANNY FISHER, by Harold Robbins.	16	7
This	June 1, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	46
""			
2	A MAN CALLED PETER, by Catherine Marshall.	3	32
""			
3	U.S.A. CONFIDENTIAL, by Jack Lait and Lee Mortimer.	2	11
""			
4	UNDER THE SEA-WIND, by Rachel Carson.	5	6
""			
5	MR. PRESIDENT, by William Hillman.	4	9
""			
6	ADVENTURES IN TWO WORLDS, by A.J. Cronin.	6	12
""			
7	ELIZABETH, THE QUEEN, by Marion Crawford.	8	9
""			
8	BOSWELL IN HOLAND, by Frederick A. Pottle.	7	4
""			
9	THE MEMOIRS OF HERBERT HOOVER, Vol. 2, by Herbert Hoover.	9	3
""			
10	DUVEEN, by S.N. Behrman.	10	8
""			
11	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	11	27
""			
12	WINDOWS FOR THE CROWN PRICE, by Elizabeth Gray Vining.	--	1
""			
13	WITNESS, by Whittaker Chambers.	--	1
""			
14	THE STRUGGLE FOR EUROPE, by Chester Wilmot.	13	7
""			
15	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	12	25
""			
16	THE PRIVATE PAPERS OF SENATOR VANDENBERG, by Arthur H.	16	3
""	Vandenberg Jr. and Joe Alex Morris.		
