This	February 20, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
""	THE VIEW FROM POMPEY'S HEAD, by Hamilton Basso. (Doubleday and Co.,		
1		1	16
""	Inc.)		
""			
2	LOVE IS ETERNAL, by Irving Stone. (Doubleday.)	3	25
""			
3	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	2	18
""			
4	KATHERINE, by Anya Seton. (Houghton Mifflin.)	4	19
""			
5	TRIAL, by Don M. Mankiewicz. (Harper and Row.)	5	5
""			
6	HADRIAN'S MEMOIRS, by Marguerite Yourcenar. (Farrar, Straus and Young.)	6	11
""			
7	NOT AS A STRANGER, by Morton Thompson. (Charles Scribner's Sons.)	8	56
""			
8	MY BROTHER'S KEEPER, by Marcia Davenport. (Scribner.)	7	15
""			
9	PRAY FOR A BRAVE HEART, by Helen MacInnes. (Houghton Mifflin Harcourt.)	10	4
""			
10	SOLDIER OF FORTUNE, by Ernest Kellogg Gann. (W. Sloane Associates.)	9	18
""			
11	BENTON'S ROW, by Frank Yerby. (Dial Press.)	11	10
""			
""	GOOD MORNING, MISS DOVE, by Frances Gray Patton. (Curtis Publishing		
12		12	13
""	Company.)		
""			
13	A WORLD OF LOVE, by Elizabeth Bowen. (Alden Press Bound.)	13	3
""			
14	THE CORNERSTONE, by Zoe Oldenbourg. (Pantheon Books.)	14	5
""			
15	THE HEALER, by Frank G. Slaughter. (Doubleday and Co. Inc.)	--	1
""			
16	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	--	1
This	February 20, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
1		1	120
""	Inc.)		
""			
""	GERTRUDE LAWRENCE AS MRS. A., by Richard Stoddard Aldrich. (Greystone		
2		3	6
""	Press.)		
""			
3	THE TUMULT AND THE SHOUTING, by Grantland Rice. (A. S. Barnes and Co.)	2	14
""			
4	MY SEVERAL WORLDS, by Pearl S. Buck. (John Day Company.)	4	13
""			
5	ABRAHAM LINCOLN, by Carl Sandburg. ( Harcourt, Brace.)	5	19
""			
6	TREADMILL TO OBLIVION, by Fred Allen. (Little, Brown and Co.)	7	9
""			
""	THE SATURDAY EVENING POST TREASURY, by Roger Butterfield. (Simon and		
7		6	14
""	Schuster.)		
""			
8	I'LL CRY TOMORROW, by Lillian Roth. (Frederick Fell, Inc.)	8	37
""			
9	THE PRAYERS OF PETER MARSHALL, by Catherine Marshall. (McGraw-Hill.)	11	13
""			
""	THE WORLD OF ALBERT SCHWEITZER, by Erica Anderson and Eugene		
10		13	3
""	Exman. (Harper and Brothers.)		
""			
11	HAVE TUX, WILL TRAVEL, by Bob Hope. (Simon and Schuster.)	--	1
""			
""	AN ENCYCLOPEDIA OF MODERN AMERICAN HUMOR, by Bennett Cerf.		
12		9	10
""	(Doubleday and Co.)		
""			
13	THE DAY LINCOLN WAS SHOT, by Jim Bishop. (Harper and Brothers.)	--	1
""			
""	LIFE IS WORTH LIVING: 2nd SERIES, by Fulton J. Sheen. (McGraw-Hill Book		
14		--	1
""	Company, Inc.)		
""			
""	R.S.V.P. ELSA MAXWELL'S OWN STORY, by Elsa Maxwell. (Little, Brown and		
15		10	15
""	Co.)		
""			
16	POLITICS IN AMERICA, by D.W. Brogan. (Harper and Brothers.)	14	2
