This	June 16, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	1	16
""			
2	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	2	38
""			
3	COMPULSION, by Meyer Levin. (Simon and Schuster.)	3	31
""			
4	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	4	20
""			
5	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	5	17
""			
6	SILVER SPOON, by Edwin Gilbert. (Lippencott.)	8	4
""			
7	THE TOWN, by William Faulkner. (Random House.)	6	5
""			
8	THE SHORT REIGN OF PIPPIN IV, by John Steinbeck. (Viking.)	9	7
""			
9	FAR, FAR THE MOUNTAIN PEAK, by John Masters. (Viking Books.)	11	5
""			
10	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	7	22
""			
11	SAY, DARLING, by Richard Bissell. (Little, Brown and Company.)	10	10
""			
12	THE BLACK OBELISK, by Erich Maria Remarque. (Houghton Mifflin Harcourt.)	15	8
""			
13	THE WAPSHOT CHRONICLE, by John Cheever. (Harper and Row.)	12	10
""			
14	THE TOWERS OF TREBIZOND, by Rose Macaulay. (Farrar, Straus and Cudahy.)	14	7
""			
15	THE LADY, by Conrad Richter. (Alfred A. Knopf.)	--	1
""			
16	THE WONDERFUL O., by James Thurber. (Simon and Schuster.)	--	1
This	June 16, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	DAY OF INFAMY, by Walter Lord. (Henry Holt and Company.)	1	10
""			
2	THE INNOCENT AMBASSADORS, by Philip Wylie. (Rinehart and Company.)	7	5
""			
3	THE FBI STORY, by Don Whitehead. (Random House.)	2	27
""			
4	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	5	11
""			
5	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	4	4
""			
6	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	3	38
""			
7	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	6	19
""			
8	THE TURN OF THE TIDE, by Arthur Bryant. (Doubleday and Co. Inc.)	11	3
""			
9	TOO MUCH, TOO SOON, by Diana Barrymore and Gerold Frank. (Henry Holt.)	8	8
""			
10	SILVER PLATTER, by Ellin Berlin. (Doubleday.)	12	2
""			
11	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	15	3
""			
12	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	9	71
""			
13	FAITH ON THE MARCH, by A.H. Macmillan. (Prentice-Hall, Inc.)	10	3
""			
14	IN THE COURT OF PUBLIC OPINION, by Alger Hiss. (Alfred A. Knopf.)	13	4
""			
15	THE ROAD TO MILTOWN, by S.J. Perelman. (Simon and Schuster.)	14	19
""			
16	GYPSY, by Gypsy Rose Lee. (Harper and Brothers.)	16	3
