This	October 15, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	ACROSS THE RIVER AND INTO THE TREES, by Ernest Hemingway.	2	4
""			
2	THE CARDINAL, by Henry Morton Robinson.	1	28
""			
3	FLOODTIDE, by Frank Yerby.	3	7
""			
4	THE SPANISH GARDENER, by A.J. Cronin.	4	5
""			
5	THE ADVENTURER, by Mika Waltari.	10	2
""			
6	JUBILEE TRAIL, by Gwen Bristow.	5	34
""			
7	WORLD AND ENOUGH TIME, by Robert Penn Warren.	6	15
""			
8	OWEN GLEN, by Ben Ames Williams.	11	5
""			
9	THE LITTLE WORLD OF DON CAMILLO, by Giovanni Guareschi.	8	6
""			
10	THE WALL, by John Hersey.	7	32
""			
11	THE ROMAN SPRING OF MRS.STONE, by Tennessee Williams.	--	1
""			
12	HOMEWARD BORNE, by Ruth Chatterton.	12	21
""			
13	THE LEGACY, by Nevil Shute.	9	16
""			
14	TWO ADOLESCENTS, by Alberto Moravia.	13	10
""			
15	THE PRODIGAL HEART, by Susan Ertz.	--	1
""			
16	REPRISAL, by Arthur Gordon.	--	5
This	October 15, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	2	27
""			
2	KON-TIKI, by Thor Heyerdahl.	1	5
""			
3	COURTROOM, by Quentin Reynolds.	3	18
""			
4	THE LITTLE PRINCESSES, by Marion Crawford.	4	12
""			
5	DIANETICS, by L. Ron Hubbard.	5	18
""			
6	THE MATURE MIND, by Harry Allen Overstreet.	6	60
""			
7	BEHIND THE FLYING SAUCERS, by Frank Scully.	9	3
""			
8	WORDS IN COLLISION, by Immanuel Velikovsky.	7	27
""			
9	THE STORY OF ERNIE PYLE, by Lee G. Miller.	8	5
""			
10	TRUMAN MERRY-GO-ROUND, by Robert S. Allen and William V. Shannon.	--	1
""			
11	ANYBODY CAN DO ANYTHING, by Betty MacDonald.	11	5
""			
12	THE MAN OF INDEPENDENCE, by Jonathan Daniels.	--	1
""			
13	BEHIND CLOSED DOORS, by Ellis M. Zacharias.	13	10
""			
14	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	12	31
""			
15	JOHN ADAMS AND THE AMERICAN REVOLUTION, by Catherine Drinker	10	15
""	Bowen.		
""			
16	DRAWN FROM MEMORY, by John T. McCutcheon.	15	3
