This	October 14, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	1	13
""			
2	A CERTAIN SMILE, by Francoise Sagan. (E. P. Dutton and Company, Inc.)	2	9
""			
3	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	3	34
""			
4	THE MANDARINS, by Simone de Beauvoir. (World Publishing Co.)	4	19
""			
5	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	15	3
""			
6	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	7	83
""			
7	A SINGLE PEBBLE, by John Hersey. (Alfred A. Knopf.)	6	17
""			
8	A THING OF BEAUTY, by A.J. Cronin. (Little, Brown.)	5	19
""			
9	TOLBECKEN, by Samuel Shellabarger. (Little, Brown and Company.)	11	4
""			
10	BEYOND THE BLACK STUMP, by Nevil Shute. (Heinemann.)	--	4
""			
11	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	10	50
""			
12	THE NINTH WAVE, by Eugene Burdick. (Houghton Mifflin Company.)	8	17
""			
13	THE LOVING COUPLE, by Virginia Rowans. (Thomas Y. Crowell.)	9	3
""			
14	CAPTAIN REBEL, by Frank Yerby. (Dial Press.)	--	1
""			
15	THE GATES OF BRASS, by McCready Huston. (J.B. Lippincott Company.)	--	2
""			
16	THE SUCCESS, by Helen Howe. (Simon and Schuster.)	--	1
This	October 14, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	EISENHOWER, by Robert J. Donovan. (Harper and Brothers.)	1	14
""			
2	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	4	3
""			
3	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	3	39
""			
4	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	2	27
""			
5	GUESTWARD HO!, by Patrick Dennis and Barbara Hooton. (Vanguard Press.)	6	19
""			
6	THE MIND GOES FORTH, by H.A. Overstreet. (W.W. Norton and Co.)	8	11
""			
7	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	5	35
""			
""	ROOSEVELT: THE LION AND THE FOX, by James MacGregor Burns. (Harcourt,		
8		7	7
""	Brace and Company.)		
""			
9	THE OUTSIDER, by Colin Wilson. (Houghton Mifflin Company.)	11	2
""			
""	AN HISTORIAN'S APPROACH TO RELIGION, by Arnold Joseph Toynbee.		
10		10	2
""	(Oxford University Press.)		
""			
""	THE UNICORN AND OTHER POEMS, by Anne Morrow Lindbergh. (Pantheon		
11		16	2
""	Books.)		
""			
12	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	9	82
""			
13	AUTOCONDITIONING, by Hornell Hart. (Prentice-Hall, Inc.)	13	3
""			
14	RICHARD THE THIRD, by Paul Murray Kendall. (W. W. Norton.)	12	5
""			
""	A REPUBLICAN LOOKS AT HIS PARTY, by Arthur Larson. (Harper and		
15		15	6
""	Brothers.)		
""			
16	NOBLESSE OBLIGE, by Nancy Mitford. (Harper and Brothers.)	--	7
