This	January 20, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	17
""			
2	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	2	27
""			
""	THE TRIBE THAT LOST ITS HEAD, by Nicholas Monsarrat. (William Sloane		
3		3	11
""	Associates.)		
""			
4	THE FOUNTAIN OVERFLOWS, by Rebecca West. (Viking Press.)	4	5
""			
5	COMPULSION, by Meyer Levin. (Simon and Schuster.)	5	10
""			
6	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	6	97
""			
7	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	8	48
""			
8	KING OF PARIS, by Guy Endore. (Cresset Press.)	7	14
""			
9	JERICHO'S DAUGHTERS, by Paul Wellman. (Doubleday.)	10	13
""			
10	THESE THOUSAND HILLS, by A.B. Guthrie Jr. (Houghton Mifflin.)	11	6
""			
11	THE ETRUSCAN, by Mika Waltari. ( G. P. Putnam's Sons.)	--	1
""			
12	THE WRECK OF THE MARY DEARE, by Hammond Innes. (Alfred A. Knopf.)	14	5
""			
13	THE LAST OF THE WINE, by Mary Renault. (Pantheon Books, Inc.)	13	3
""			
14	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	--	1
""			
15	THE LOVING COUPLE, by Virginia Rowans. (Thomas Y. Crowell.)	12	17
""			
16	THE STRAIGHT AND NARROW PATH, by Honor Tracy. (Random House.)	15	11
This	January 20, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	1	17
""			
2	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	2	10
""			
3	MUCH ADO ABOUT ME, by Fred Allen. (Little, Brown and Co.)	4	7
""			
4	MEN TO MATCH MY MOUNTAINS, by Irving Stone. (Doubleday.)	3	14
""			
5	THE FBI STORY, by Don Whitehead. (Random House.)	5	6
""			
6	THE NEW WORLD, by Winston S. Churchill. (Dodd, Mead and Company.)	6	8
""			
7	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	7	53
""			
8	AUTUMN ACROSS AMERICA, by Edwin Way Teale. (Dodd, Mead and Co.)	8	11
""			
9	THE BIBLE AS HISTORY, by Werner Keller. (William Morrow and Company.)	9	7
""			
10	THE LIFE OF THE PARTY, by Bennett Cerf. (Hanover House.)	11	7
""			
11	WATER, WATER EVERYWHERE, by Emily Kimbrough. (Harper and Brothers.)	13	6
""			
12	THE OUTSIDER, by Colin Wilson. (Houghton Mifflin Company.)	14	16
""			
13	ALL OUT OF STEP, by Gerard B. Lambert. (Doubleday.)	--	1
""			
14	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	16	41
""			
""	THREE SAINTS AND A SINNER, by Louise Hall Tharp. (Little, Brown and		
15		10	13
""	Company.)		
""			
16	THE TESTIMONY OF THE SPADE, by Geoffrey Bibby. (Random House.)	--	1
