This	April 5, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	1	28
""			
2	EXODUS, by Leon Uris. (Doubleday.)	2	26
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
3		3	24
""	and Company.)		
""			
4	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	4	32
""			
5	FROM THE TERRACE, by John O'Hara. (Random House.)	5	18
""			
6	MRS. ARRIS GOES TO PARIS, by Paul Gallico. (Doubleday and Company, Inc.)	6	15
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
7		--	1
""	Company.)		
""			
8	LADY L., by Romain Gary. (Simon and Schuster.)	7	11
""			
9	THE DEVIL IN BUCKS COUNTY, by Edmund Schiddel. (Simon and Schuster.)	10	7
""			
10	MRS. BRIDGE, by Evan Connell. (Viking Books.)	8	9
""			
11	TENDERLOIN, by Samuel H. Adams. (Random House.)	--	6
""			
12	PIONEER, GO HOME!, by Richard Powell. (Charles Scribner's Sons.)	--	2
""			
13	NINE COACHES WAITING, by Mary Stewart. (M.S. Mill/William Morrow.)	13	6
""			
14	THE FIG TREE, by Aubrey Menen. (Charles Scribner's Sons.)	--	1
""			
15	BREAKFAST AT TIFFANY'S, by Truman Capote. (Random House.)	16	12
""			
""	THE WATCH THAT ENDS THE NIGHT, by Hugh MacLennan. (Charles Scribner's		
16		9	4
""	Sons.)		
This	April 5, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	1	36
""			
2	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	2	8
""			
3	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	3	15
""			
""	WHAT WE MUST KNOW ABOUT COMMUNISM, by Harry and Bonaro		
4		4	8
""	Overstreet. (W.W. Norton and Co, Inc.)		
""			
5	ELIZABETH THE GREAT, by Elizabeth Jenkins. (Coward McCann.)	6	3
""			
6	THE AMERICAN HIGH SCHOOL TODAY, by James B. Conant. (McGraw-Hill.)	7	6
""			
7	NAUTILUS 90 NORTH, by William R. Anderson. (World Publishing Company.)	5	12
""			
8	COLLISION COURSE, by Alvin Moscow. (G.P. Putnam's Sons.)	--	1
""			
""	THE COMING OF THE NEW DEAL, by Arthur Meier Schlesinger Jr. (Houghton		
9		8	11
""	Mifflin Company.)		
""			
10	THE FIRST EASTER, by Peter Marshall. (McGraw Hill.)	--	1
""			
""	WEDEMEYER REPORTS!, by General Albert C. Wedemeyer. (Henry Holt and		
11		9	18
""	Co.)		
""			
12	BROTHERHOOD OF EVIL, by Frederic Sondern. (Farrar, Straus, and Cudahy.)	12	3
""			
13	"BAA BAA BLACK SHEEP, by Gregory ""Pappy"" Boyington. (Wilson Press.)"	13	34
""			
14	AKU-AKU, by Thor Heyerdahl. (Rand McNally and Company.)	10	29
""			
15	MAIN STREET, U.S.S.R., by Irving R. Levine. (Doubleday.)	11	7
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
16		--	1
""	TIME, by William Nickerson. (Simon and Schuster.)		
