This	September 24, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CARDINAL, by Henry Morton Robinson.	1	25
""			
2	ACROSS THE RIVER AND INTO THE TREES, by Ernest Hemingway.	--	1
""			
3	WORLD AND ENOUGH TIME, by Robert Penn Warren.	2	12
""			
4	FLOODTIDE, by Frank Yerby.	5	4
""			
5	JUBILEE TRAIL, by Gwen Bristow.	3	31
""			
6	THE SPANISH GARDENER, by A.J. Cronin.	8	2
""			
7	TWO ADOLESCENTS, by Alberto Moravia.	6	7
""			
8	THE LEGACY, by Nevil Shute.	4	13
""			
9	THE WALL, by John Hersey.	7	29
""			
10	THE LITTLE WORLD OF DON CAMILLO, by Giovanni Guareschi.	12	3
""			
11	WHITE WITCH DOCTOR, by Louise A. Stinetorf.	9	7
""			
12	HOMEWARD BORNE, by Ruth Chatterton.	10	18
""			
13	OWEN GLEN, by Ben Ames Williams.	14	2
""			
14	STAR MONEY, by Kathleen Winsor.	--	21
""			
15	THE EGYPTIAN, by Mika Waltari.	11	55
""			
16	REPRISAL, by Arthur Gordon.	15	3
This	September 24, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE LITTLE PRINCESSES, by Marion Crawford.	2	9
""			
2	COURTROOM, by Quentin Reynolds.	1	15
""			
3	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	3	24
""			
4	DIANETICS, by L. Ron Hubbard.	4	15
""			
5	THE MATURE MIND, by Harry Allen Overstreet.	6	57
""			
6	WORDS IN COLLISION, by Immanuel Velikovsky.	7	24
""			
7	THE STORY OF ERNIE PYLE, by Lee G. Miller.	13	2
""			
8	JOHN ADAMS AND THE AMERICAN REVOLUTION, by Catherine Drinker	8	12
""	Bowen.		
""			
9	ROOSEVELT IN RETROSPECT, by John Gunther.	5	15
""			
10	KON-TIKI, by Thor Heyerdahl.	16	2
""			
11	ANYBODY CAN DO ANYTHING, by Betty MacDonald.	11	2
""			
12	BEHIND CLOSED DOORS, by Ellis M. Zacharias.	9	7
""			
13	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	10	28
""			
14	SPRINGTIME IN PARIS, by Elliot H. Paul.	12	4
""			
15	ELEANOR OF AQUITIANE AND THE FOUR KINGS, by Amy Kelly.	15	13
""			
16	ORDEAL BY SLANDER, by Owen Lattimore.	14	6
