This	May 7, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CARDINAL, by Henry Morton Robinson.	1	5
""			
2	THE WALL, by John Hersey.	2	9
""			
3	JUBILEE TRAIL, by Gwen Bristow.	4	11
""			
4	THE EGYPTIAN, by Mika Waltari.	3	35
""			
5	STAR MONEY, by Kathleen Winsor.	10	2
""			
6	THE FEAST, by Margaret Kennedy.	5	5
""			
7	WAIT FOR TOMORROW, by Robert Wilder.	9	4
""			
8	THE PARASITES, by Daphne du Maurier.	7	17
""			
9	MR.MIDSHIPMAN HORNBLOWER, by C.S. Forester.	11	6
""			
10	NOTHING, by Henry Green.	12	4
""			
11	THE HORSE'S MOUTH, by Joyce Cary.	6	13
""			
12	THE KING'S CAVALIER, by Samuel Shellabarger.	8	16
""			
13	THE SEA EAGLES, by John Jennings.	16	8
""			
14	SLEEP TILL NOON, by Max Shulman.	13	2
""			
15	GENTIAN HILL, by Elizabeth Goudge.	--	16
""			
16	THE MAN WITH THE GOLDEN ARM, by Nelson Algren.	--	22
This	May 7, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WORDS IN COLLISION, by Immanuel Velikovsky.	2	4
""			
2	THE MATURE MIND, by Harry Allen Overstreet.	1	37
""			
3	THE COCKTAIL PARTY, by T.S. Eliot.	5	7
""			
4	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	4	8
""			
5	THE BABY, by Simon & Schuster	3	10
""			
6	SEEDS OF TREASON, by Ralph de Toledano and Victor Lasky.	11	3
""			
7	THE PEABODY SISTERS OF SALEM, by Louise Hall Tharp.	6	15
""			
8	THE ART OF REAL HAPPINESS, by Norman Vincent Peale and Smiley	7	6
""	Blanton.		
""			
9	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	12	4
""			
10	MR. JONES, MEET THE MASTER, by Peter Marshall.	10	18
""			
11	THIS I REMEMBER, by Eleanor Roosevelt.	8	24
""			
12	I LEAP OVER THE WALL, by Monica Baldwin.	9	12
""			
13	SHAKESPEARE OF LONDON, by Marchette Chute.	15	2
""			
14	ALL THE SHIPS AT SEA, by William J. Lederer.	13	6
""			
15	HOW I RAISED MYSELF FROM FAILURE TO SUCCESS IN SELLING, by	--	1
""	Frank Bettger.		
""			
16	OF MEN AND MOUNTAINS, by William O. Douglas.	--	1
