This	February 11, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	JOY STREET, by Frances Parkinson Keyes.	1	10
""			
2	THE DISENCHANTED, by Budd Schulberg.	2	15
""			
3	RIVER OF THE SUN, by James Ramsey Ullman.	3	4
""			
4	THE DISAPPEARANCE, by Philip Wylie.	9	4
""			
5	THE CARDINAL, by Henry Morton Robinson.	5	45
""			
6	THE BALANCE WHEEL, by Taylor Caldwell.	6	4
""			
7	SON OF A HUNDRED KINGS, by Thomas B. Costain.	4	14
""			
8	THE LOVED AND ENVIED, by Enid Bagnold.	8	3
""			
9	THE ADVENTURER, by Mika Waltari.	7	19
""			
10	FOXFIRE, by Anya Seton.	10	4
""			
11	THE LITTLE WORLD OF DON CAMILLO, by Giovanni Guareschi.	13	23
""			
12	ACROSS THE RIVER AND INTO THE TREES, by Ernest Hemingway.	11	21
""			
13	THE WITCH DIGGERS, by Jessamyn West.	12	2
""			
14	THE THIRTEEN CLOCKS, by James Thurber.	14	6
""			
15	RIVERS PARTING, by Shirley Barker.	15	4
""			
16	MOULIN ROUGE, by Pierre La Mure.	--	5
This	February 11, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KON-TIKI, by Thor Heyerdahl.	1	22
""			
2	BOSWELL'S LONDON JOURNAL, by Frederick A. Pottle.	2	12
""			
3	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	3	44
""			
4	OUT OF THIS WORLD, by Lowell Thomas Jr.	4	9
""			
5	ROMMEL, THE DESERT FOX, by Desmond Young.	6	2
""			
6	THE HINGE OF FATE, by Winston Churchill.	5	9
""			
7	DECLINE AND FALL OF PRACTICALLY EVERYBODY, by Will Cuppy.	7	10
""			
8	POLICY FOR THE WEST, by Barbara Ward.	8	3
""			
9	THE FAR SIDE OF PARADISE, by Arthur Mizener.	--	1
""			
10	COURTROOM, by Quentin Reynolds.	11	35
""			
11	LITTLE BRITCHES, by Ralph Moody.	--	3
""			
12	THE HELL BOMB, by William Leonard Laurence.	15	3
""			
13	INFORMATION PLEASE ALMANAC 1951, by John Kieran.	9	2
""			
14	THE LADY'S NOT FOR BURNING, by Christopher Fry.	13	10
""			
15	HENRY GROSS AND HIS DOWSING ROD, by Kenneth Lewis Roberts.	--	1
""			
16	BELLES ON THEIR TOES, by Frank B. Gilbreth and Ernestine Gilbreth Carey.	10	17
