This	April 21, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	1	8
""			
2	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	2	30
""			
3	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	4	12
""			
4	COMPULSION, by Meyer Levin. (Simon and Schuster.)	3	23
""			
5	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	5	14
""			
6	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	6	9
""			
7	THE FALL, by Albert Camus. (Alfred A. Knopf.)	7	7
""			
8	SAY, DARLING, by Richard Bissell. (Little, Brown and Company.)	15	2
""			
9	THE WAPSHOT CHRONICLE, by John Cheever. (Harper and Row.)	14	2
""			
10	A LEGACY, by Sybille Bedford. (Simon and Schuster.)	8	8
""			
11	STOPOVER: TOKYO, by John P. Marquand. (Little, Brown and Co.)	10	11
""			
12	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	11	110
""			
13	THE FOUNTAIN OVERFLOWS, by Rebecca West. (Viking Press.)	9	18
""			
14	TWILIGHT FOR THE GODS, by Ernest Gann. (William Sloane Associates.)	13	10
""			
15	MANDINGO, by Kyle Onstott. (R. Denlinger.)	--	1
""			
16	CHALLENGE TO VENUS, by Charles Morgan. (Macmillan.)	--	1
This	April 21, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE FBI STORY, by Don Whitehead. (Random House.)	1	19
""			
2	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	2	30
""			
3	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	6	11
""			
4	THE BRIDGE AT ANDAU, by James A. Michener. (Random House.)	3	5
""			
5	DAY OF INFAMY, by Walter Lord. (Henry Holt and Company.)	9	2
""			
6	THE ROAD TO MILTOWN, by S.J. Perelman. (Simon and Schuster.)	4	11
""			
7	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	5	23
""			
8	THE CRISIS OF THE OLD ORDER, by Arthur Schlesinger. (Houghton, Mifflin Co.)	7	5
""			
9	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	8	3
""			
""	THE LION AND THE THRONE, by Catherine Drinker Bowen. (Little, Brown and		
10		10	3
""	Company.)		
""			
11	MUCH ADO ABOUT ME, by Fred Allen. (Little, Brown and Co.)	11	20
""			
12	MEN TO MATCH MY MOUNTAINS, by Irving Stone. (Doubleday.)	12	27
""			
13	THE BIBLE AS HISTORY, by Werner Keller. (William Morrow and Company.)	15	20
""			
14	INVESTORS' ROAD MAP, by Alice B. Morgan. (Simon and Schuster.)	14	11
""			
15	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	--	43
""			
""	GOLD RUSH COUNTRY, by the Editors of Sunset Books and Sunset Magazine.		
16		--	1
""	(Lane Publishing.)		
