This	February 6, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
""	THE VIEW FROM POMPEY'S HEAD, by Hamilton Basso. (Doubleday and Co.,		
1		1	14
""	Inc.)		
""			
2	LOVE IS ETERNAL, by Irving Stone. (Doubleday.)	2	23
""			
3	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	3	16
""			
4	KATHERINE, by Anya Seton. (Houghton Mifflin.)	4	17
""			
5	TRIAL, by Don M. Mankiewicz. (Harper and Row.)	9	3
""			
6	SOLDIER OF FORTUNE, by Ernest Kellogg Gann. (W. Sloane Associates.)	5	16
""			
7	HADRIAN'S MEMOIRS, by Marguerite Yourcenar. (Farrar, Straus and Young.)	6	9
""			
8	NOT AS A STRANGER, by Morton Thompson. (Charles Scribner's Sons.)	8	54
""			
9	MY BROTHER'S KEEPER, by Marcia Davenport. (Scribner.)	7	13
""			
""	GOOD MORNING, MISS DOVE, by Frances Gray Patton. (Curtis Publishing		
10		10	11
""	Company.)		
""			
11	BENTON'S ROW, by Frank Yerby. (Dial Press.)	11	8
""			
12	A WORLD OF LOVE, by Elizabeth Bowen. (Alden Press Bound.)	--	1
""			
13	PRAY FOR A BRAVE HEART, by Helen MacInnes. (Houghton Mifflin Harcourt.)	14	2
""			
14	THE CORNERSTONE, by Zoe Oldenbourg. (Pantheon Books.)	13	3
""			
15	MARY ANNE, by Daphne du Maurier. (Doubleday and Company.)	12	34
""			
16	BLUE HURRICANE, by F. Van Wyck Mason. (Lippincott.)	15	12
This	February 6, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
1		1	118
""	Inc.)		
""			
2	THE TUMULT AND THE SHOUTING, by Grantland Rice. (A. S. Barnes and Co.)	2	12
""			
""	GERTRUDE LAWRENCE AS MRS. A., by Richard Stoddard Aldrich. (Greystone		
3		5	4
""	Press.)		
""			
4	ABRAHAM LINCOLN, by Carl Sandburg. ( Harcourt, Brace.)	3	17
""			
5	MY SEVERAL WORLDS, by Pearl S. Buck. (John Day Company.)	4	11
""			
6	TREADMILL TO OBLIVION, by Fred Allen. (Little, Brown and Co.)	8	7
""			
""	THE SATURDAY EVENING POST TREASURY, by Roger Butterfield. (Simon and		
7		6	12
""	Schuster.)		
""			
8	I'LL CRY TOMORROW, by Lillian Roth. (Frederick Fell, Inc.)	7	35
""			
""	R.S.V.P. ELSA MAXWELL'S OWN STORY, by Elsa Maxwell. (Little, Brown and		
9		11	13
""	Co.)		
""			
""	AN ENCYCLOPEDIA OF MODERN AMERICAN HUMOR, by Bennett Cerf.		
10		10	8
""	(Doubleday and Co.)		
""			
11	THE PRAYERS OF PETER MARSHALL, by Catherine Marshall. (McGraw-Hill.)	9	11
""			
12	MELBOURNE, by David Cecil. (Grosset and Dunlap.)	13	18
""			
13	ATOMS IN THE FAMILY, by Laura Fermi. (University of Chicago Press.)	16	6
""			
""	ADMIRAL KIMMEL'S STORY, by Husband E. Kimmel. (Henry Regnery		
14		--	1
""	Company.)		
""			
""	THE WORLD OF ALBERT SCHWEITZER, by Erica Anderson and Eugene		
15		--	1
""	Exman. (Harper and Brothers.)		
""			
16	THE WHITE GATE, by Mary Ellen Chase. (W. W. Norton and Co.)	12	7
