This	June 4, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CARDINAL, by Henry Morton Robinson.	1	9
""			
2	THE WALL, by John Hersey.	2	13
""			
3	STAR MONEY, by Kathleen Winsor.	3	6
""			
4	JUBILEE TRAIL, by Gwen Bristow.	4	15
""			
5	THE EGYPTIAN, by Mika Waltari.	5	39
""			
6	HOMEWARD BORNE, by Ruth Chatterton.	12	2
""			
7	WAIT FOR TOMORROW, by Robert Wilder.	8	8
""			
8	THE PLYMOUTH ADVENTURE, by Ernest Gebler.	10	3
""			
9	SLEEP TILL NOON, by Max Shulman.	7	6
""			
10	THE FEAST, by Margaret Kennedy.	6	9
""			
11	THE OTHER FATHER, by Laura Z. Hobson.	--	1
""			
12	THE BIZARRE SISTERS, by Jay Walz.	11	2
""			
13	THE HORSE'S MOUTH, by Joyce Cary.	9	17
""			
14	MAIN LINE, by Livingston Biddle.	--	1
""			
15	THE WAY WEST, by A.B. Guthrie Jr.	--	19
""			
16	THE PINK HOUSE, by Nelia Gardner White.	16	11
This	June 4, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WORDS IN COLLISION, by Immanuel Velikovsky.	1	8
""			
2	THE MATURE MIND, by Harry Allen Overstreet.	2	41
""			
3	THE GRAND ALLIANCE, by Winston S. Churchill.	3	4
""			
4	SEEDS OF TREASON, by Ralph de Toledano and Victor Lasky.	4	7
""			
5	THE COCKTAIL PARTY, by T.S. Eliot.	5	11
""			
6	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	7	12
""			
7	MR. JONES, MEET THE MASTER, by Peter Marshall.	12	22
""			
8	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	9	8
""			
9	THE ART OF REAL HAPPINESS, by Norman Vincent Peale and Smiley	6	10
""	Blanton.		
""			
10	ELEANOR OF AQUITIANE AND THE FOUR KINGS, by Amy Kelly.	--	1
""			
11	THE PEABODY SISTERS OF SALEM, by Louise Hall Tharp.	8	19
""			
12	I LEAP OVER THE WALL, by Monica Baldwin.	10	16
""			
13	WAR OR PEACE, by John Foster Dulles.	11	4
""			
14	HOW I RAISED MYSELF FROM FAILURE TO SUCCESS IN SELLING, by	13	4
""	Frank Bettger.		
""			
15	ESCAPE TO ADVENTURE, by Fitzroy MacLean.	--	1
""			
16	AMERICAN FREEDOM AND CATHOLIC POWER, by Paul Blanshard.	14	40
