This	March 18, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	1	20
""			
2	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	2	15
""			
3	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	3	4
""			
4	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	4	27
""			
5	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	5	53
""			
6	ISLAND IN THE SUN, by Alec Waugh. (Farrar Straus and Giroux.)	7	9
""			
7	CASH McCALL, by Cameron Hawley. (Houghton and Mifflin.)	6	17
""			
8	BOON ISLAND, by Kenneth Roberts. (Doubleday and Company.)	8	9
""			
9	H.M.S. ULYSSES, by Alistair MacLean. (Collins Clear-Type Press.)	9	8
""			
10	ASPECTS OF LOVE, by David Garnett. (Harcourt Brace.)	10	5
""			
11	TENDER VICTORY, by Taylor Caldwell. (McGraw-Hill.)	11	8
""			
12	AN EPISODE OF SPARROWS, by Rumer Godden. (Viking Press.)	16	14
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
13		12	34
""	Schuster.)		
""			
14	NATIVE STONE, by Edwin Gilbert. (Doubleday and Company, Inc.)	15	3
""			
15	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	--	66
""			
16	THE CAPRI LETTERS, by Mario Soldati. (Alfred A. Knopf.)	14	3
This	March 18, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
""	THE SEARCH FOR BRIDEY MURPHY, by Morey Bernstein. (Doubleday and		
1		1	9
""	Company.)		
""			
2	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	2	52
""			
3	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	3	15
""			
4	INSIDE AFRICA, by John Gunther. (Harper and Brothers.)	6	24
""			
5	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	4	9
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
6		5	19
""	Press.)		
""			
7	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	10	5
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
8		8	176
""	Inc.)		
""			
9	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	9	52
""			
10	THE SECRET OF THE HITTITES, by C.W. Ceram. (Alfred A Knopf.)	7	8
""			
11	THE EDGE OF THE SEA, by Rachel Carson. (Houghton Mifflin.)	11	18
""			
12	ELOISE, by Kay Thompson and Hilary Knight. (Simon and Schuster.)	12	5
""			
13	MACARTHUR, by Courtney Whitney. (Alfred A. Knopf.)	13	5
""			
14	MEMOIRS, Vol. II, by Harry S. Truman. (Doubleday and Co.)	--	1
""			
15	WHAT I THINK, by Adlai E. Stevenson. (Harper and Brothers.)	--	1
""			
16	HERBLOCK'S HERE AND NOW, by Herbert Block. (Simon and Schuster.)	14	12
