This	June 24, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	FROM HERE TO ETERNITY, by James Jones.	1	16
""			
2	THE CAINE MUTINY, by Herman Wouk.	2	10
""			
3	RETURN TO PARADISE, by James A. Michener.	3	8
""			
4	PROUD NEW FLAGS, by F. Van Wyck Mason.	4	8
""			
5	A WOMAN CALLED FANCY, by Frank Yerby.	5	5
""			
6	THE FOUNDLING, by Francis Cardinal Spellman.	8	3
""			
7	JOY STREET, by Frances Parkinson Keyes.	7	29
""			
8	THIS IS THE HOUR, by Lion Feuchtwanger.	10	3
""			
9	FESTIVAL, by J.B. Priestley.	6	10
""			
10	GOD'S MEN, by Pearl S. Buck.	9	9
""			
11	APRIL SNOW, by Lillian Budd.	12	2
""			
12	BARBARY SHORE, by Norman Mailer.	11	2
""			
13	THE DISENCHANTED, by Budd Schulberg.	16	34
""			
14	THE TROUBLED AIR, by Irwin Shaw.	--	1
""			
15	NEW YORK 22, by Ilka Chase.	--	12
""			
16	SCANDALOUS MRS.BLACKFORD, by Harnett T. Kane and Victor Leclerc.	--	1
This	June 24, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.	1	15
""			
2	KON-TIKI, by Thor Heyerdahl.	3	41
""			
3	A KING'S STORY, by Edward Windsor, Duke of Windsor.	2	9
""			
4	HIS EYE IS ON THE SPARROW, by Ethel Waters and Charles Samuels.	4	14
""			
5	BETTER HOMES AND GARDENS GARDEN BOOK, by Fleeta Brownell	5	10
""	Woodroffe.		
""			
6	THE CHINA STORY, by Freda Utley.	7	4
""			
7	WE BARRYMORES, by Lionel Barrymore and Cameron Shipp.	10	4
""			
8	ROMMEL, THE DESERT FOX, by Desmond Young.	6	21
""			
9	MY SIX CONVICTS, by Donald Powell Wilson.	12	19
""			
10	COMMUNISM, DEMOCRACY, AND CATHOLIC POWER, by Paul Blanshard.	11	3
""			
11	OUT OF THIS WORLD, by Lowell Thomas Jr.	16	27
""			
12	WAR IN KOREA, by Marguerite Higgins.	--	6
""			
13	THE PEACE CAN BE WON, by Paul G. Hoffman.	8	7
""			
14	DOMINATIONS AND POWERS, by George Santayana.	15	5
""			
15	THE RIDDLE OF MACARTHUR, by John Gunther.	9	16
""			
16	MARY'S GARDEN STORY, by Mary Garden and Louis Biancolli.	14	7
