This	June 22, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	1	22
""			
2	ICE PALACE, by Edna Ferber. (Doubleday.)	2	13
""			
3	THE WINTHROP WOMAN, by Anya Seton. (Houghton Mifflin Company.)	3	16
""			
4	A SUMMER PLACE, by Sloan Wilson. (Simon and Schuster, Inc.)	4	9
""			
5	NORTH FROM ROME, by Helen MacInnes. (Houghton Mifflin Harcourt.)	6	16
""			
6	THE GREENGAGE SUMMER, by Rumer Godden. (Viking.)	5	11
""			
7	THE TRAVELS OF JAIMIE McPHEETERS, by Robert Lewis Taylor. (Doubleday.)	8	9
""			
8	THE NORTHERN LIGHT, by A.J. Cronin. (Little, Brown and Company.)	11	2
""			
9	STRANGERS WHEN WE MEET, by Evan Hunter. (Constable and Company Ltd.)	--	1
""			
10	THE MOUNTAIN ROAD, by Theodore H. White. (William Sloane Associates.)	9	4
""			
11	SEIDMAN AND SON, by Elick Moll. (G. P. Putnam's Sons.)	12	2
""			
12	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	10	43
""			
13	THE DAYS DIVIDING, by John Selby. (G.P. Putnam and Sons.)	--	1
""			
14	THE MACKEREL PLAZA, by Peter De Vries. ( Little, Brown and Company.)	16	10
""			
15	TWO WOMEN, by Alberto Moravia. (Farrar Straus and Young.)	--	1
""			
16	A DEATH IN THE FAMILY, by James Agee. (McDowell, Obolensky.)	--	13
This	June 22, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MASTERS OF DECEIT, by J. Edgar Hoover. (Henry Holt and Co.)	1	13
""			
2	INSIDE RUSSIA TODAY, by John Gunther. (Harper and Brothers.)	2	9
""			
3	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	3	28
""			
4	DEAR ABBY, by Abigail Van Buren. (Prentice-Hall, Inc.)	5	6
""			
5	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	4	31
""			
6	THE ORDEAL OF WOODROW WILSON, by Herbert Hoover. (McGraw-Hill.)	6	6
""			
7	MADISON AVENUE, U.S.A., by Martin Mayer. (Harper and Brothers.)	7	13
""			
""	THE AFFLUENT SOCIETY, by John Kenneth Galbraith. (Houghton Mifflin		
8		--	1
""	Company.)		
""			
""	THE PRIVATE WORLD OF PABLO PICASSO, by David Douglas Duncan.		
9		12	8
""	(Harper and Brothers.)		
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
10		9	45
""	Paul Smith. (W.W. Norton and Company.)		
""			
""	HOW TO DO NOTHING WITH NOBODY ALL ALONE BY YOURSELF, by Robert		
11		--	2
""	Paul Smith. (W. W. Norton.)		
""			
12	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	16	42
""			
13	THE CATTLEMEN, by Mari Sandoz. (Hastings House.)	--	1
""			
14	MEMOIRS OF A PUBLIC BABY, by Philip O'Connor. (British Book Centre NYC.)	--	1
""			
15	LAND WITHOUT JUSTICE, by Milovan Djilas. (Harcourt, Brace.)	--	3
""			
16	THE PASSIONATE EXILES, by Maurice Levaillant. (Farrar, Straus and Cudahy.)	--	1
