This	September 2, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	20
""			
2	FROM HERE TO ETERNITY, by James Jones.	2	26
""			
3	THE CRUEL SEA, by Nicholas Monsarrat.	5	3
""			
4	THE CATCHER IN THE RYE, by J.D. Salinger.	4	6
""			
5	RETURN TO PARADISE, by James A. Michener.	3	18
""			
6	THE IRON MISTRESS, by Paul I. Wellman.	6	4
""			
7	A WOMAN CALLED FANCY, by Frank Yerby.	8	15
""			
8	THE TROUBLED AIR, by Irwin Shaw.	7	11
""			
9	LUCY CARMICHAEL, by Margaret Kennedy.	11	2
""			
10	THE HIGH CALLING, by James Street.	12	10
""			
11	THE FOUNDLING, by Francis Cardinal Spellman.	9	13
""			
12	PROUD NEW FLAGS, by F. Van Wyck Mason.	10	18
""			
13	APRIL SNOW, by Lillian Budd.	13	12
""			
14	OLD HERBACEOUS, by Reginald Arkell.	--	23
""			
15	SCANDALOUS MRS.BLACKFORD, by Harnett T. Kane and Victor Leclerc.	15	10
""			
16	THIS IS THE HOUR, by Lion Feuchtwanger.	14	13
This	September 2, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KON-TIKI, by Thor Heyerdahl.	1	51
""			
2	THE SEA AROUND US, by Rachel Carson.	2	7
""			
3	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.	3	25
""			
4	A SOLDIER'S STORY, by Omar Nelson Bradley.	5	10
""			
5	A KING'S STORY, by Edward Windsor, Duke of Windsor.	4	19
""			
6	CRIME IN AMERICA, by Estes Kefauver.	6	6
""			
7	HIS EYE IS ON THE SPARROW, by Ethel Waters and Charles Samuels.	7	24
""			
8	WHITE MAN RETURNS, by Agnes Newton Keith.	10	2
""			
9	FIGHT AGAINST FEARS, by Lucy Freeman.	8	6
""			
10	BETTER HOMES AND GARDENS GARDEN BOOK, by Fleeta Brownell	11	20
""	Woodroffe.		
""			
11	COMMUNISM, DEMOCRACY, AND CATHOLIC POWER, by Paul Blanshard.	9	13
""			
12	THE NEW JOY OF COOKING, by Irma S. Rombauer and Marion Rombauer	12	5
""	Becker.		
""			
13	THE EMILY POST COOK BOOK, by Emily Post.	--	1
""			
14	MY SIX CONVICTS, by Donald Powell Wilson.	13	28
""			
15	NATURE'S WAYS, by Roy Chapman Andrews.	14	7
""			
16	LIFEMANSHIP, by Stephen Potter.	--	5
