This	May 20, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	1	13
""			
2	IMPERIAL WOMAN, by Pearl S. Buck. (John Day Company.)	2	6
""			
3	LUCY CROWN, by Irwin Shaw. (Random House.)	3	7
""			
4	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	5	29
""			
5	THE QUIET AMERICAN, by Graham Greene. (Viking Press.)	6	9
""			
6	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	7	62
""			
7	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	4	24
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
8		8	43
""	Schuster.)		
""			
9	REMEMBER THE HOUSE, by Santha Rama Rau. (Harper.)	9	2
""			
10	COMFORT ME WITH APPLES, by Peter De Vries. (Little, Brown and Company.)	--	1
""			
11	HARRY OF MONMOUTH, by A.M. Maughan. (William Sloane.)	12	6
""			
12	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	13	36
""			
13	ISLAND IN THE SUN, by Alec Waugh. (Farrar Straus and Giroux.)	10	18
""			
14	CASH McCALL, by Cameron Hawley. (Houghton and Mifflin.)	15	26
""			
15	THE CROSS OF IRON, by Willi Heinrich. (Bobbs-Merrill.)	--	1
""			
16	THE ABODE OF LOVE, by Aubrey Menen. (Charles Scribner's Sons.)	14	3
This	May 20, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
""	THE SEARCH FOR BRIDEY MURPHY, by Morey Bernstein. (Doubleday and		
1		1	18
""	Company.)		
""			
2	THE BIRTH OF BRITAIN, by Winston S. Churchill. (Dodd, Mead.)	4	4
""			
3	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	2	61
""			
4	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	3	24
""			
5	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	8	6
""			
6	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	9	61
""			
7	ELOISE, by Kay Thompson and Hilary Knight. (Simon and Schuster.)	7	14
""			
8	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	6	18
""			
9	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	5	14
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
10		10	28
""	Press.)		
""			
11	BAY WINDOW BOHEMIA, by Oscar Lewis. (Doubleday.)	12	3
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
12		11	185
""	Inc.)		
""			
13	GRAY FOX, by Burke Davis. (Rinehart.)	--	1
""			
14	SICKLES THE INCREDIBLE, by W.A. Swanberg. (Charles Scribner and Sons.)	--	1
""			
15	THE SECRET OF THE HITTITES, by C.W. Ceram. (Alfred A Knopf.)	13	17
""			
16	THE SINGING WILDERNESS, by Sigurd F. Olson. (Alfred A Knopf.)	--	1
