This	May 11, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	1	16
""			
2	THE WINTHROP WOMAN, by Anya Seton. (Houghton Mifflin Company.)	2	10
""			
3	ICE PALACE, by Edna Ferber. (Doubleday.)	3	7
""			
4	A SUMMER PLACE, by Sloan Wilson. (Simon and Schuster, Inc.)	9	3
""			
5	NORTH FROM ROME, by Helen MacInnes. (Houghton Mifflin Harcourt.)	4	10
""			
6	THE SERGEANT, by Dennis Murphy. (Viking.)	8	6
""			
7	THE GREENGAGE SUMMER, by Rumer Godden. (Viking.)	6	5
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
8		5	36
""	Company.)		
""			
9	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	10	37
""			
10	THE MACKEREL PLAZA, by Peter De Vries. ( Little, Brown and Company.)	13	4
""			
11	MAGGIE-NOW, by Betty Smith. (Harper and Brothers.)	11	11
""			
12	THE WHITE WITCH, by Elizabeth Goudge. (Coward-McCann, Inc.)	7	16
""			
13	EXILE AND THE KINGDOM, by Albert Camus. (Alfred A. Knopf.)	12	7
""			
14	THE TRAVELS OF JAIMIE McPHEETERS, by Robert Lewis Taylor. (Doubleday.)	16	3
""			
15	TIME AND THE HOUR, by Howard Spring. (Harper and Brothers.)	--	7
""			
16	RIDE THE RED EARTH, by Paul Wellman. (Doubleday.)	14	6
This	May 11, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MASTERS OF DECEIT, by J. Edgar Hoover. (Henry Holt and Co.)	1	7
""			
2	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	2	22
""			
3	INSIDE RUSSIA TODAY, by John Gunther. (Harper and Brothers.)	3	3
""			
4	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	4	25
""			
""	THE GREAT DEMOCRACIES, by Winston S. Churchill. (Dodd, Mead and		
5		7	8
""	Company.)		
""			
6	MADISON AVENUE, U.S.A., by Martin Mayer. (Harper and Brothers.)	5	7
""			
7	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	6	36
""			
8	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	13	32
""			
9	LIFE PLUS 99 YEARS, by Nathan F. Leopold. (Doubleday and Company Inc.)	8	8
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
10		12	39
""	Paul Smith. (W.W. Norton and Company.)		
""			
11	ATTORNEY FOR THE DAMNED, by Arthur Weinberg. (Simon and Schuster.)	9	17
""			
12	TO LIVE AGAIN, by Catherine Marshall. (McGraw Hill.)	14	27
""			
13	OWEN WISTER OUT WEST, by Owen Wister. (University of Chicago Press.)	11	2
""			
""	PETER FREUCHEN'S BOOK OF THE SEVEN SEAS, by Peter Freuchen and		
14		10	21
""	David Loth. (Simon and Schuster.)		
""			
15	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	15	48
""			
16	VOLTAIRE IN LOVE, by Nancy Mitford. (Harper and Brothers.)	16	9
