This	October 29, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	ACROSS THE RIVER AND INTO THE TREES, by Ernest Hemingway.	1	6
""			
2	THE CARDINAL, by Henry Morton Robinson.	2	30
""			
3	THE ADVENTURER, by Mika Waltari.	3	4
""			
4	FLOODTIDE, by Frank Yerby.	4	9
""			
5	THE SPANISH GARDENER, by A.J. Cronin.	5	7
""			
6	THE LITTLE WORLD OF DON CAMILLO, by Giovanni Guareschi.	7	8
""			
7	THE WIDOW, by Susan Yorke.	16	2
""			
8	OWEN GLEN, by Ben Ames Williams.	6	7
""			
9	JUBILEE TRAIL, by Gwen Bristow.	8	36
""			
10	THE ROMAN SPRING OF MRS.STONE, by Tennessee Williams.	10	3
""			
11	A FEARFUL JOY, by Joyce Cary	--	1
""			
12	CHAMPION ROAD, by Frank Tilsley.	14	2
""			
13	WORLD AND ENOUGH TIME, by Robert Penn Warren.	9	17
""			
14	THE WALL, by John Hersey.	11	34
""			
15	HOMEWARD BORNE, by Ruth Chatterton.	15	23
""			
16	THE LEGACY, by Nevil Shute.	12	18
This	October 29, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KON-TIKI, by Thor Heyerdahl.	1	7
""			
2	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	2	29
""			
3	COURTROOM, by Quentin Reynolds.	3	20
""			
4	DIANETICS, by L. Ron Hubbard.	4	20
""			
5	THE LITTLE PRINCESSES, by Marion Crawford.	5	14
""			
6	BELLES ON THEIR TOES, by Frank B. Gilbreth and Ernestine Gilbreth Carey.	10	2
""			
7	THE MATURE MIND, by Harry Allen Overstreet.	6	62
""			
8	BEHIND THE FLYING SAUCERS, by Frank Scully.	7	5
""			
9	THE MAN OF INDEPENDENCE, by Jonathan Daniels.	15	3
""			
10	NUTS IN MAY, by Cornelia Otis Skinner.	12	2
""			
11	TRUMAN MERRY-GO-ROUND, by Robert S. Allen and William V. Shannon.	13	3
""			
12	ANYBODY CAN DO ANYTHING, by Betty MacDonald.	8	7
""			
13	WORDS IN COLLISION, by Immanuel Velikovsky.	9	29
""			
14	THE STORY OF ERNIE PYLE, by Lee G. Miller.	11	7
""			
15	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	14	33
""			
16	LIFT UP YOUR HEART, by Fulton J. Sheen.	--	1
