This	May 25, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	1	18
""			
2	THE WINTHROP WOMAN, by Anya Seton. (Houghton Mifflin Company.)	2	12
""			
3	ICE PALACE, by Edna Ferber. (Doubleday.)	3	9
""			
4	A SUMMER PLACE, by Sloan Wilson. (Simon and Schuster, Inc.)	4	5
""			
5	NORTH FROM ROME, by Helen MacInnes. (Houghton Mifflin Harcourt.)	5	12
""			
6	THE SERGEANT, by Dennis Murphy. (Viking.)	7	8
""			
7	THE GREENGAGE SUMMER, by Rumer Godden. (Viking.)	6	7
""			
8	THE WHITE WITCH, by Elizabeth Goudge. (Coward-McCann, Inc.)	10	18
""			
9	THE MACKEREL PLAZA, by Peter De Vries. ( Little, Brown and Company.)	9	6
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
10		11	38
""	Company.)		
""			
11	THE TRAVELS OF JAIMIE McPHEETERS, by Robert Lewis Taylor. (Doubleday.)	14	5
""			
12	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	8	39
""			
13	LOVER'S POINT, by C.Y. Lee. (Farrar Straus Cudahy.)	13	2
""			
14	MAGGIE-NOW, by Betty Smith. (Harper and Brothers.)	12	13
""			
15	THE UNDERGROUND CITY, by H.L. Humes. (Random House.)	--	1
""			
16	RIDE THE RED EARTH, by Paul Wellman. (Doubleday.)	15	8
This	May 25, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MASTERS OF DECEIT, by J. Edgar Hoover. (Henry Holt and Co.)	1	9
""			
2	INSIDE RUSSIA TODAY, by John Gunther. (Harper and Brothers.)	3	5
""			
3	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	2	24
""			
4	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	4	27
""			
5	MADISON AVENUE, U.S.A., by Martin Mayer. (Harper and Brothers.)	5	9
""			
""	THE GREAT DEMOCRACIES, by Winston S. Churchill. (Dodd, Mead and		
6		6	10
""	Company.)		
""			
7	DEAR ABBY, by Abigail Van Buren. (Prentice-Hall, Inc.)	13	2
""			
8	THE ORDEAL OF WOODROW WILSON, by Herbert Hoover. (McGraw-Hill.)	11	2
""			
9	LIFE PLUS 99 YEARS, by Nathan F. Leopold. (Doubleday and Company Inc.)	7	10
""			
10	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	8	38
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
11		9	41
""	Paul Smith. (W.W. Norton and Company.)		
""			
12	TO LIVE AGAIN, by Catherine Marshall. (McGraw Hill.)	12	29
""			
13	ATTORNEY FOR THE DAMNED, by Arthur Weinberg. (Simon and Schuster.)	14	19
""			
14	LAND WITHOUT JUSTICE, by Milovan Djilas. (Harcourt, Brace.)	--	1
""			
""	HERB CAEN'S NEW GUIDE TO SAN FRANCISCO, by Herb Caen. (Doubleday		
15		--	1
""	and Company, Inc.)		
""			
""	THE PRIVATE WORLD OF PABLO PICASSO, by David Douglas Duncan.		
16		--	4
""	(Harper and Brothers.)		
