This	February 2, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
1		1	22
""	Company.)		
""			
2	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	2	23
""			
3	BELOW THE SALT, by Thomas B. Costain. (Doubleday and Company, Inc.)	3	17
""			
4	SOME CAME RUNNING, by James Jones. (Charles Scribner's Sons.)	11	2
""			
5	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	7	2
""			
6	ATLAS SHRUGGED, by Ayn Rand. (Random House.)	4	17
""			
7	THE WHITE WITCH, by Elizabeth Goudge. (Coward-McCann, Inc.)	12	2
""			
8	THE SOUND OF THUNDER, by Taylor Caldwell. (Doubleday.)	6	15
""			
9	THE EDGE OF DARKNESS, by Mary Ellen Chase. (W. W. Norton.)	5	11
""			
10	REMEMBER ME TO GOD, by Myron S. Kaufmann. (Lippincott,)	8	19
""			
11	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	9	26
""			
12	A DEATH IN THE FAMILY, by James Agee. (McDowell, Obolensky.)	14	6
""			
13	THOMASINA, by Paul Gallico. (Doubleday.)	10	6
""			
14	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	13	71
""			
15	THE WORLD OF SUZIE WONG, by Richard Mason. (World Publishing Co.)	16	26
""			
16	NOT BY BREAD ALONE, by Vladimir Dudintsev. ( E.P. Dutton and Co., Inc.)	--	7
This	February 2, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	2	8
""			
2	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	1	22
""			
3	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	3	11
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
4		4	25
""	Paul Smith. (W.W. Norton and Company.)		
""			
5	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	5	36
""			
6	TO LIVE AGAIN, by Catherine Marshall. (McGraw Hill.)	7	13
""			
""	PETER FREUCHEN'S BOOK OF THE SEVEN SEAS, by Peter Freuchen and		
7		6	7
""	David Loth. (Simon and Schuster.)		
""			
8	ELOISE IN PARIS, by Kay Thompson. (Simon and Schuster.)	8	7
""			
9	SAN FRANCISCO BAY, by Harold Gilliam. (Doubleday.)	9	13
""			
10	PARKINSON'S LAW, by C. Northcote Parkinson. (Houghton and Mifflin.)	11	11
""			
11	JUBILEE, by Edward Weeks and Emily Flint. (Little, Brown and Company.)	14	9
""			
""	GOREN'S NEW CONTRACT BRIDGE COMPLETE, by Charles H. Goren.		
12		--	4
""	(Doubleday and Co.)		
""			
13	AMERICA AS A CIVILIZATION, by Max Lerner. (Simon and Schuster.)	10	4
""			
14	ATTORNEY FOR THE DAMNED, by Arthur Weinberg. (Simon and Schuster.)	13	3
""			
15	MR. BARUCH, by Margaret L. Coit. (Houghton Mifflin.)	16	6
""			
16	OUR PHILADELPHIA, by Frank Brookhouser. (Doubleday.)	--	6
