This	September 3, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CARDINAL, by Henry Morton Robinson.	1	22
""			
2	WORLD AND ENOUGH TIME, by Robert Penn Warren.	2	9
""			
3	JUBILEE TRAIL, by Gwen Bristow.	3	28
""			
4	THE LEGACY, by Nevil Shute.	4	10
""			
5	THE WALL, by John Hersey.	5	26
""			
6	TWO ADOLESCENTS, by Alberto Moravia.	8	4
""			
7	WHITE WITCH DOCTOR, by Louise A. Stinetorf.	6	4
""			
8	HOMEWARD BORNE, by Ruth Chatterton.	7	15
""			
9	STAR MONEY, by Kathleen Winsor.	9	19
""			
10	TOO LITTLE LOVE, by Robert Henriques.	10	10
""			
11	THE EGYPTIAN, by Mika Waltari.	11	52
""			
12	HIGH VALLEY, by Charmian Clift And George Johnston.	--	10
""			
13	THE STUBBORN HEART, by Frank G. Slaughter.	15	11
""			
14	THE CIRCLE OF THE DAY, by Helen Huntington Howe.	16	12
""			
15	THE BACKWARD BRIDE, by Aubrey Menen.	--	1
""			
16	FLOODTIDE, by Frank Yerby.	--	1
This	September 3, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE LITTLE PRINCESSES, by Marion Crawford.	5	6
""			
2	COURTROOM, by Quentin Reynolds.	1	12
""			
3	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	2	21
""			
4	WORDS IN COLLISION, by Immanuel Velikovsky.	4	21
""			
5	DIANETICS, by L. Ron Hubbard.	6	12
""			
6	ROOSEVELT IN RETROSPECT, by John Gunther.	3	12
""			
7	THE MATURE MIND, by Harry Allen Overstreet.	7	54
""			
8	JOHN ADAMS AND THE AMERICAN REVOLUTION, by Catherine Drinker	8	9
""	Bowen.		
""			
9	BEHIND CLOSED DOORS, by Ellis M. Zacharias.	9	4
""			
10	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	10	25
""			
11	ORDEAL BY SLANDER, by Owen Lattimore.	11	3
""			
12	SEEDS OF TREASON, by Ralph de Toledano and Victor Lasky.	16	20
""			
13	SPRINGTIME IN PARIS, by Elliot H. Paul.	--	1
""			
14	ELEANOR OF AQUITIANE AND THE FOUR KINGS, by Amy Kelly.	12	10
""			
15	THE COCKTAIL PARTY, by T.S. Eliot.	15	24
""			
16	THE PEABODY SISTERS OF SALEM, by Louise Hall Tharp.	--	25
